36499,22743,620969870
44261,27519,553009701
31917,19689,571001961
29226,18332,570716334
28916,15621,567507723
27281,16665,564713275
26529,16025,555666904
23686,14734,553332627
39845,25198,585428537
35720,22153,582232353
36065,22413,598941322
33946,20936,603811556
33200,20597,604080590
35645,21592,539247894
1920213,1289854,446007148
3434966,1059152,951326656
5188266,1170086,912063797
2950829,1130618,928314433
3250432,1086782,879393199
2968116,1116326,886300926
3205188,1144217,843661518
6277948,1047402,808286588
26818001,8679507,510819279
480726,189253,583000541
848924,338853,652605545
608377,293731,614442183
395564,179721,630881775
388423,169136,599555908
2225775,1800580,644431000
809198,599715,665304848
1168706,766934,637804842
615863,218591,645208078
514597,186675,635163654
746957,287184,608617109
488752,191145,614282880
359468,137648,602058703
436753,173572,602174659
428312,190526,614871294
236263,94054,265891824
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
