16451,10948,1180592478
327,125,1194806902
7526,1897,1190023322
1500,136,1103230795
438,39,1104159495
760,48,1102475150
1286,24,1100734034
1143,24,1103354518
2866,1340,1098574459
759,218,1101099765
2386,898,1101239255
367,58,1103188612
256,20,1102373996
773,66,1103624345
725,51,1101555842
714,22,1103726428
393,8,1102320772
7256,5367,1142895404
3402,1541,1243878960
48,4,1133303326
42,3,1133105920
2658,769,1134383994
150,95,1139108489
2506,2128,1096409989
154,119,1136584805
179,123,1138884218
87,33,1140975298
118,41,1135721911
5454,3858,1071796040
7155,1847,1220753560
9864,1407,1073953981
2343,590,1138271259
81,18,1129532174
215,40,1132309246
420,25,1131069435
149,2,1130191313
151,12,1130563998
251,23,1129387038
4379,1368,1032527191
4113,3464,1004668141
2368,800,1239672664
1777,307,1092018906
5681,1584,1155744420
244,25,1127298655
4299,1406,1196174155
75,12,1203837178
278,45,1202971036
78,15,1205189036
7948,1477,1142984267
1435,112,953829431
