PAPI_TOT_CYC, PAPI_L1_DCM, PAPI_L3_TCM, PAPI_L3_TCA
10309, 178, 443, 1063
160533, 694, 1077, 2200
302565, 1065, 1179, 2370
443343, 1411, 1279, 2508
585062, 1748, 1384, 2659
726296, 2070, 1484, 2783
868479, 2376, 1584, 2906
1010095, 2696, 1684, 3024
1151165, 3007, 1784, 3138
1293272, 3360, 1884, 3264
1434521, 3680, 1984, 3375
1576327, 4013, 2084, 3500
1717744, 4349, 2184, 3619
1859460, 4657, 2284, 3735
2001648, 4978, 2387, 3858
2142714, 5302, 2487, 3973
2284257, 5610, 2587, 4086
2427557, 6036, 2697, 4330
2568865, 6515, 2958, 4806
2710661, 6879, 3058, 4995
2851826, 7228, 3158, 5146
2993767, 7575, 3258, 5282
3135954, 7896, 3362, 5416
3278359, 8224, 3466, 5555
3419998, 8582, 3570, 5684
3561399, 8916, 3673, 5811
3702526, 9252, 3773, 5945
3844328, 9574, 3873, 6083
3985666, 9909, 3975, 6224
4127609, 10228, 4075, 6391
4269358, 10543, 4175, 6560
4410912, 10875, 4275, 6733
4552525, 11182, 4375, 6905
4693685, 11505, 4475, 7080
4834750, 11817, 4575, 7252
4976049, 12160, 4675, 7416
5117265, 12495, 4776, 7617
5259216, 12815, 4876, 7787
5400659, 13128, 4989, 7966
5541885, 13450, 5105, 8154
5686576, 13867, 5216, 8340
5829398, 14278, 5316, 8468
5970805, 14617, 5416, 8572
6112086, 14924, 5516, 8676
6253756, 15260, 5616, 8776
6394963, 15589, 5716, 8876
6536846, 15916, 5816, 8983
6678128, 16234, 5916, 9083
6819412, 16567, 6016, 9183
6961129, 16871, 6116, 9283
7103300, 17174, 6216, 9383
7244642, 17482, 6316, 9483
7385507, 17795, 6416, 9583
7526597, 18103, 6516, 9683
7668184, 18457, 6616, 9783
7809938, 18776, 6716, 9883
7951532, 19081, 6816, 9983
8092980, 19397, 6916, 10083
8235164, 19707, 7016, 10184
8379635, 20036, 7116, 10294
8522728, 20344, 7216, 10396
8667169, 20652, 7316, 10496
8809971, 20986, 7416, 10598
8954115, 21319, 7516, 10698
9100446, 21723, 7616, 10814
9243414, 22107, 7716, 10932
9387178, 22425, 7816, 11060
9530974, 22753, 7916, 11160
9674452, 23089, 8016, 11260
9816948, 23393, 8119, 11371
9960293, 23727, 8222, 11482
10103492, 24045, 8322, 11613
10246194, 24380, 8422, 11723
10390323, 24721, 8522, 11841
10533243, 25049, 8622, 11955
10676423, 25392, 8722, 12072
10819038, 25715, 8822, 12187
10962067, 26050, 8922, 12308
