PAPI_TOT_CYC, PAPI_L1_DCM, PAPI_L3_TCM, PAPI_L3_TCA
10498, 182, 510, 1112
162721, 708, 1128, 2311
306205, 1160, 1304, 2541
449354, 1588, 1428, 2716
592480, 2012, 1548, 2882
735792, 2448, 1658, 3046
878085, 2911, 1766, 3194
1021023, 3355, 1871, 3338
1164326, 3814, 1983, 3485
1307309, 4271, 2083, 3607
1450853, 4678, 2184, 3725
1594018, 5144, 2285, 3847
1736287, 5565, 2397, 3985
1879029, 5969, 2498, 4097
2020878, 6392, 2600, 4208
2169531, 6945, 2764, 4523
2312025, 7397, 2864, 4734
2455309, 7842, 2968, 4889
2598623, 8274, 3080, 5065
2741095, 8706, 3193, 5214
2883851, 9138, 3305, 5340
3026468, 9565, 3421, 5479
3168792, 9992, 3533, 5597
3312245, 10390, 3635, 5706
3456013, 10804, 3737, 5820
3598510, 11245, 3839, 5929
3742300, 11661, 3944, 6045
3885346, 12096, 4047, 6149
4028442, 12530, 4147, 6254
4170773, 12964, 4247, 6354
4314423, 13385, 4347, 6459
4458003, 13820, 4451, 6576
4600897, 14236, 4551, 6678
4744079, 14684, 4651, 6784
4886812, 15122, 4751, 6890
5029255, 15516, 4851, 7004
5171546, 15911, 4951, 7117
5319078, 16443, 5052, 7266
5462336, 16914, 5173, 7445
5606869, 17357, 5307, 7593
5749357, 17771, 5409, 7721
5892341, 18179, 5509, 7833
6036117, 18585, 5609, 7936
6179664, 19010, 5709, 8042
6323441, 19438, 5810, 8162
6511744, 20273, 5944, 9523
6707259, 21029, 6121, 10665
6850929, 21491, 6233, 11175
6993693, 21928, 6360, 11456
7142766, 22335, 6472, 11673
7300512, 22639, 6591, 11857
7457656, 22912, 6717, 12025
7616308, 23221, 6845, 12185
7774179, 23509, 6961, 12327
7931572, 23809, 7081, 12472
8089931, 24123, 7195, 12598
8248058, 24418, 7306, 12732
8405803, 24708, 7412, 12844
8562556, 25003, 7518, 12958
8719944, 25274, 7625, 13081
8876625, 25544, 7728, 13192
9033472, 25866, 7835, 13377
9192637, 26158, 7939, 13540
9350558, 26460, 8039, 13703
9508003, 26742, 8139, 13856
9666595, 27026, 8239, 14021
9824017, 27328, 8339, 14178
9981518, 27616, 8439, 14335
10140168, 27930, 8541, 14495
10297445, 28205, 8641, 14650
10455541, 28536, 8741, 14803
10612226, 28832, 8841, 14968
10771782, 29142, 8941, 15136
10929664, 29452, 9041, 15288
11087298, 29741, 9143, 15445
