PAPI_TOT_CYC, PAPI_L1_DCM, PAPI_L3_TCM, PAPI_L3_TCA
10729, 174, 454, 1105
163253, 653, 1001, 2076
305963, 1038, 1107, 2200
449029, 1355, 1209, 2310
591447, 1682, 1316, 2431
733348, 1991, 1416, 2531
876722, 2315, 1516, 2641
1019261, 2648, 1616, 2745
1162469, 2949, 1719, 2855
1304675, 3264, 1819, 2961
1447887, 3601, 1919, 3065
1590355, 3904, 2022, 3176
1732524, 4236, 2125, 3291
1875803, 4559, 2227, 3397
2018568, 4889, 2329, 3505
2165150, 5349, 2487, 3829
2308106, 5716, 2587, 4098
2449995, 6048, 2687, 4283
2593625, 6335, 2787, 4431
2736886, 6682, 2887, 4581
2879536, 7011, 2987, 4738
3022509, 7328, 3087, 4889
3164670, 7612, 3187, 5039
3307708, 7911, 3287, 5191
3450895, 8234, 3387, 5343
3593882, 8536, 3487, 5491
3737112, 8836, 3587, 5648
3878615, 9159, 3687, 5800
4021487, 9471, 3787, 5956
4164047, 9761, 3888, 6105
4307514, 10089, 3991, 6267
4450559, 10408, 4091, 6425
4592525, 10737, 4192, 6580
4734232, 11073, 4292, 6732
4876744, 11380, 4392, 6880
5019529, 11678, 4492, 7032
5162085, 11974, 4592, 7188
5307873, 12396, 4712, 7408
5451946, 12791, 4838, 7599
5594118, 13114, 4938, 7706
5736088, 13447, 5038, 7811
5878428, 13763, 5153, 7927
6021624, 14077, 5253, 8057
6164907, 14401, 5355, 8159
6309217, 14719, 5455, 8259
6452141, 15023, 5555, 8359
6594921, 15366, 5655, 8459
6737086, 15697, 5755, 8559
6879618, 16022, 5855, 8659
7025374, 16332, 5955, 8765
7169496, 16646, 6055, 8869
7313169, 16958, 6155, 8969
7457625, 17257, 6255, 9073
7600934, 17598, 6355, 9173
7744349, 17914, 6455, 9273
7888598, 18232, 6555, 9377
8032442, 18573, 6655, 9477
8175922, 18882, 6755, 9581
8319549, 19208, 6855, 9681
8463808, 19548, 6955, 9785
8608205, 19869, 7055, 9885
8752988, 20216, 7155, 9985
8895995, 20517, 7255, 10089
9039207, 20818, 7355, 10189
9183842, 21130, 7455, 10293
9329265, 21570, 7555, 10494
9473604, 21936, 7655, 10642
9618159, 22263, 7755, 10748
9761628, 22599, 7858, 10854
9905463, 22925, 7960, 10968
10049223, 23267, 8064, 11080
10192996, 23598, 8164, 11184
10336969, 23910, 8264, 11285
10481350, 24250, 8364, 11389
10626282, 24570, 8464, 11490
10769726, 24861, 8564, 11592
10913056, 25187, 8664, 11694
11057456, 25502, 8764, 11796
11201556, 25794, 8864, 11896
11346560, 26111, 8964, 11996
11490882, 26430, 9069, 12101
11634870, 26735, 9169, 12201
11779361, 27058, 9269, 12306
11923031, 27360, 9369, 12407
