PAPI_TOT_CYC, PAPI_L1_DCM, PAPI_L3_TCM, PAPI_L3_TCA
10952, 177, 573, 1021
162291, 711, 1277, 2140
305290, 1149, 1545, 2491
460079, 1501, 1713, 2711
619908, 1836, 1860, 2880
778484, 2146, 1998, 3051
939236, 2433, 2139, 3198
1098447, 2729, 2276, 3358
1257098, 3031, 2416, 3509
1414930, 3320, 2555, 3652
1576772, 3595, 2695, 3800
1738149, 3882, 2853, 3970
1896042, 4174, 2987, 4118
2051523, 4467, 3111, 4251
2207858, 4724, 3227, 4378
2364025, 5034, 3345, 4512
2520465, 5342, 3461, 4641
2677852, 5608, 3563, 4750
2832715, 5872, 3665, 4857
2987520, 6181, 3769, 4968
3145464, 6468, 3918, 5133
3304344, 6768, 4021, 5291
3462657, 7044, 4122, 5452
3617531, 7305, 4226, 5604
3773266, 7585, 4336, 5787
3930680, 7887, 4442, 5963
4086795, 8171, 4546, 6123
4244355, 8466, 4654, 6287
4402784, 8801, 4761, 6464
4560053, 9085, 4866, 6632
4718978, 9368, 4973, 6807
4888410, 9744, 5096, 7070
5046675, 10094, 5314, 7412
5204093, 10415, 5464, 7601
5361929, 10695, 5570, 7728
5518163, 11016, 5674, 7872
5677043, 11318, 5774, 7988
5834643, 11647, 5876, 8115
5992768, 11943, 5980, 8236
6149747, 12216, 6084, 8349
6306453, 12505, 6184, 8467
6465560, 12801, 6288, 8577
6621773, 13068, 6390, 8683
6778175, 13385, 6491, 8799
6934082, 13679, 6591, 8904
7093268, 13954, 6691, 9014
7252568, 14239, 6791, 9121
7408655, 14504, 6891, 9226
7564794, 14807, 6991, 9332
7722705, 15104, 7091, 9452
7878702, 15374, 7191, 9557
8037436, 15673, 7292, 9660
8194130, 15987, 7392, 9771
8351889, 16290, 7492, 9873
8509630, 16563, 7592, 9979
8665888, 16855, 7692, 10083
8823300, 17115, 7792, 10186
8980613, 17401, 7892, 10289
9138166, 17703, 7992, 10390
9294468, 18006, 8092, 10503
9453740, 18307, 8192, 10608
9613271, 18579, 8292, 10711
9770839, 18851, 8392, 10820
9928510, 19136, 8494, 10922
10084630, 19415, 8594, 11026
10241168, 19703, 8694, 11134
10400507, 19972, 8794, 11241
10558113, 20244, 8894, 11341
10714332, 20536, 8994, 11445
10873072, 20835, 9094, 11547
11029706, 21129, 9194, 11653
11185120, 21397, 9296, 11759
11341713, 21682, 9396, 11863
11500640, 22006, 9498, 11971
11658561, 22320, 9598, 12075
11813151, 22589, 9700, 12179
11968113, 22865, 9800, 12282
12125923, 23168, 9906, 12386
12281322, 23455, 10006, 12486
12437620, 23746, 10110, 12594
12593755, 24051, 10210, 12698
12748744, 24319, 10315, 12807
12906648, 24619, 10416, 12909
13064087, 24906, 10516, 13011
13221296, 25170, 10620, 13117
13375904, 25440, 10720, 13218
13534204, 25741, 10824, 13322
13694610, 26035, 10924, 13428
13851169, 26311, 11028, 13535
14009949, 26572, 11130, 13640
14167532, 26824, 11234, 13749
14326645, 27095, 11334, 13851
14483154, 27361, 11434, 13955
14641020, 27661, 11534, 14057
14797218, 27928, 11635, 14159
14956406, 28213, 11735, 14264
15114493, 28493, 11835, 14364
15274208, 28790, 11935, 14465
15433524, 29056, 12035, 14565
15590008, 29340, 12135, 14668
15747603, 29633, 12235, 14768
15904001, 29930, 12335, 14872
16061797, 30204, 12435, 14976
16217738, 30489, 12535, 15083
16375421, 30769, 12635, 15191
16531360, 31036, 12735, 15291
16690043, 31298, 12835, 15394
16845361, 31559, 12935, 15503
17003125, 31829, 13035, 15608
17159647, 32101, 13135, 15709
17318095, 32391, 13235, 15809
17475933, 32675, 13335, 15911
17632344, 32961, 13435, 16013
17790375, 33241, 13535, 16132
17949333, 33526, 13635, 16237
18109602, 33812, 13735, 16339
18267043, 34121, 13835, 16443
18430653, 34489, 13937, 16579
18589752, 34810, 14041, 16712
18747527, 35116, 14143, 16842
18905711, 35424, 14243, 16958
19060468, 35706, 14347, 17062
19219497, 35988, 14447, 17166
19378210, 36262, 14551, 17270
19533469, 36550, 14651, 17383
19692934, 36845, 14751, 17484
19850792, 37141, 14855, 17595
20009226, 37438, 14959, 17701
20166543, 37715, 15063, 17809
20326750, 37995, 15167, 17917
20486752, 38301, 15271, 18025
20645332, 38588, 15371, 18130
20802826, 38898, 15475, 18236
20958962, 39200, 15577, 18352
21117432, 39499, 15677, 18452
21275778, 39794, 15781, 18556
21433360, 40113, 15883, 18658
21592671, 40417, 15985, 18760
21750522, 40727, 16085, 18860
21908251, 40986, 16185, 18962
22067848, 41293, 16289, 19066
22227084, 41605, 16389, 19170
22387005, 41883, 16489, 19270
22547926, 42351, 16725, 20146
22706804, 42673, 16884, 20525
22862820, 42999, 17029, 20745
23019012, 43286, 17166, 20946
23176427, 43588, 17298, 21159
23330983, 43897, 17412, 21340
23486160, 44199, 17527, 21487
23644511, 44535, 17638, 21646
23802971, 44825, 17745, 21773
23958384, 45151, 17851, 21917
24117005, 45455, 17957, 22036
24273049, 45751, 18063, 22181
24427610, 46032, 18166, 22307
24586312, 46325, 18268, 22441
24739794, 46626, 18369, 22593
