PAPI_TOT_CYC, PAPI_L1_DCM, PAPI_L3_TCM, PAPI_L3_TCA
10719, 164, 484, 1092
161847, 653, 1166, 2254
305141, 1028, 1274, 2482
447473, 1370, 1390, 2670
589709, 1718, 1500, 2848
731598, 2082, 1608, 3005
873700, 2393, 1723, 3163
1015675, 2728, 1831, 3318
1157833, 3060, 1939, 3450
1300210, 3407, 2050, 3608
1441978, 3725, 2157, 3741
1584378, 4034, 2257, 3861
1726383, 4366, 2360, 3982
1868007, 4706, 2505, 4163
2010804, 5026, 2606, 4341
2153448, 5350, 2706, 4516
2295314, 5663, 2806, 4681
2442778, 6122, 2979, 5149
2584676, 6514, 3079, 5449
2727164, 6863, 3179, 5633
2868963, 7207, 3279, 5800
3011186, 7537, 3379, 5970
3153347, 7856, 3479, 6132
3296341, 8177, 3579, 6304
3439130, 8506, 3682, 6465
3581433, 8837, 3807, 6652
3723700, 9153, 3930, 6833
3866163, 9462, 4030, 6995
4008307, 9799, 4130, 7155
4150031, 10137, 4230, 7319
4292265, 10446, 4330, 7479
4434564, 10742, 4430, 7635
4576923, 11047, 4530, 7798
4719470, 11373, 4630, 7959
4861670, 11724, 4730, 8069
5003359, 12046, 4830, 8175
5145040, 12354, 4931, 8285
5287119, 12674, 5031, 8390
5429001, 12995, 5131, 8502
5572760, 13419, 5270, 8782
5715122, 13814, 5373, 9018
5857691, 14148, 5474, 9165
6000325, 14463, 5574, 9309
6143659, 14787, 5677, 9459
6286438, 15131, 5777, 9579
6428982, 15469, 5877, 9701
6571671, 15793, 5977, 9814
6713347, 16132, 6077, 9942
6856400, 16464, 6177, 10062
6998164, 16768, 6277, 10182
7139692, 17090, 6377, 10303
7281666, 17413, 6477, 10413
7424062, 17756, 6577, 10527
7569058, 18081, 6677, 10641
7712776, 18404, 6777, 10754
7857606, 18722, 6877, 10863
8002949, 19040, 6977, 10974
8146303, 19352, 7077, 11086
8290996, 19664, 7177, 11198
8434386, 19995, 7279, 11323
8577445, 20312, 7379, 11433
8720982, 20632, 7479, 11546
8864934, 20950, 7579, 11656
9008573, 21279, 7679, 11768
9152498, 21595, 7779, 11877
9299965, 21991, 7879, 12088
9444145, 22390, 7979, 12291
9587536, 22727, 8079, 12425
9731591, 23079, 8179, 12563
9875685, 23406, 8279, 12705
10019049, 23725, 8379, 12832
10164107, 24042, 8479, 12945
10308228, 24363, 8579, 13059
10452651, 24711, 8679, 13169
10596443, 25032, 8779, 13324
10740638, 25356, 8879, 13478
10885257, 25680, 8979, 13642
11028729, 26013, 9079, 13794
11171938, 26320, 9179, 13953
11316633, 26638, 9279, 14110
11461564, 26943, 9379, 14278
11606282, 27287, 9479, 14433
11750017, 27610, 9579, 14593
11893468, 27933, 9679, 14751
12037286, 28276, 9779, 14922
12180423, 28585, 9879, 15080
12324182, 28913, 9979, 15240
12468533, 29227, 10079, 15392
12611617, 29519, 10179, 15555
12754986, 29853, 10279, 15708
12899406, 30174, 10379, 15871
13043163, 30491, 10479, 16027
13187260, 30818, 10579, 16192
13330798, 31121, 10679, 16345
13477751, 31412, 10779, 16494
13624165, 31656, 10879, 16655
13770806, 31886, 10979, 16822
13916645, 32105, 11079, 16974
14060608, 32328, 11179, 17153
14205392, 32527, 11279, 17315
14352145, 32845, 11379, 17561
14497153, 33079, 11479, 17754
14641651, 33307, 11579, 17945
14787623, 33533, 11679, 18107
14931349, 33741, 11779, 18267
15075766, 33963, 11879, 18425
15221888, 34185, 11979, 18593
15366320, 34409, 12079, 18753
15511756, 34632, 12179, 18917
15656679, 34849, 12279, 19074
15818732, 35418, 12390, 20775
15965135, 35723, 12511, 21525
16109346, 35980, 12611, 21713
16314691, 36813, 12736, 23301
16497570, 37287, 12861, 24092
16655058, 37605, 12981, 24511
16813043, 37836, 13081, 24669
16970995, 38074, 13181, 24833
17127029, 38325, 13282, 24984
17281710, 38555, 13385, 25129
17438327, 38789, 13485, 25242
17595047, 39033, 13585, 25371
17750934, 39258, 13685, 25487
17906444, 39514, 13785, 25605
18062097, 39741, 13885, 25721
18220314, 39951, 13985, 25830
18376829, 40198, 14085, 25950
18534170, 40465, 14185, 26072
18690056, 40702, 14285, 26181
18847237, 40938, 14385, 26290
19003729, 41150, 14485, 26400
19161027, 41379, 14585, 26502
19318928, 41590, 14685, 26606
19475747, 41819, 14785, 26718
19633669, 42037, 14885, 26826
19791329, 42261, 14985, 26933
19949917, 42492, 15085, 27039
20106216, 42721, 15185, 27143
20261630, 42937, 15285, 27246
20416399, 43157, 15385, 27353
20573787, 43368, 15485, 27464
20729543, 43589, 15585, 27587
20886132, 43806, 15685, 27697
21046054, 44221, 15790, 28952
21202736, 44516, 15890, 29422
21360476, 44771, 15990, 29664
21518092, 45025, 16090, 29872
21675100, 45288, 16190, 30078
21829550, 45517, 16290, 30268
21986216, 45747, 16390, 30453
22141726, 45968, 16490, 30632
22298272, 46198, 16590, 30798
22454971, 46406, 16690, 30971
22613364, 46658, 16790, 31152
22771057, 46899, 16890, 31329
22926121, 47121, 16990, 31487
23082144, 47365, 17090, 31653
23239458, 47600, 17190, 31820
23396172, 47858, 17290, 31993
23552733, 48080, 17390, 32157
23710570, 48311, 17490, 32315
23866763, 48551, 17590, 32483
24022663, 48761, 17690, 32636
24186924, 49066, 17790, 32922
24344066, 49385, 17892, 33238
24500319, 49671, 17992, 33434
24656942, 49928, 18092, 33566
24815420, 50172, 18192, 33693
24972527, 50408, 18292, 33817
25130570, 50616, 18392, 33939
25286912, 50855, 18492, 34060
25445299, 51097, 18592, 34179
25602730, 51309, 18692, 34293
25760571, 51504, 18792, 34395
25919144, 51716, 18892, 34502
26076518, 51950, 18992, 34612
26232631, 52174, 19092, 34733
26389833, 52387, 19192, 34841
26547266, 52601, 19292, 34947
26705167, 52810, 19392, 35057
