PAPI_TOT_CYC, PAPI_L1_DCM, PAPI_L3_TCM, PAPI_L3_TCA
14044, 172, 518, 1002
182799, 568, 1263, 2204
340072, 872, 1407, 2430
497860, 1154, 1542, 2586
653657, 1417, 1672, 2726
810689, 1663, 1792, 2854
968818, 1961, 1902, 2976
1126238, 2230, 2010, 3094
1284916, 2472, 2119, 3215
1442140, 2731, 2227, 3322
1595980, 2975, 2335, 3432
1751464, 3230, 2441, 3538
1910124, 3472, 2544, 3644
2066117, 3735, 2648, 3756
2222266, 3968, 2749, 3868
2378743, 4216, 2853, 3972
2538724, 4627, 3018, 4527
2697342, 4944, 3134, 5005
2855166, 5252, 3246, 5275
3011553, 5537, 3365, 5493
3170170, 5802, 3485, 5687
3327494, 6104, 3601, 5862
3484965, 6411, 3719, 6044
3642076, 6662, 3831, 6222
3799772, 6947, 3937, 6389
3957052, 7240, 4043, 6549
4114639, 7542, 4143, 6708
4271947, 7823, 4245, 6866
4429643, 8106, 4345, 7016
4586419, 8360, 4450, 7174
4743290, 8613, 4550, 7326
4898724, 8877, 4656, 7491
5055537, 9153, 4756, 7643
5212902, 9432, 4856, 7797
5369883, 9680, 4956, 7947
5526486, 9925, 5056, 8101
5683142, 10197, 5156, 8251
5840551, 10443, 5257, 8401
5998371, 10668, 5357, 8551
6156114, 10906, 5457, 8710
6310955, 11157, 5557, 8862
6467237, 11396, 5657, 9010
6624950, 11662, 5757, 9162
6780318, 11928, 5857, 9321
6935823, 12162, 5957, 9489
7091766, 12384, 6057, 9639
7247938, 12640, 6157, 9787
7405808, 12876, 6257, 9941
7563065, 13145, 6357, 10093
7721273, 13394, 6457, 10241
7876971, 13667, 6557, 10389
8032050, 13929, 6657, 10543
8188383, 14194, 6757, 10695
8345812, 14456, 6857, 10843
8502921, 14713, 6957, 10991
8660589, 14977, 7057, 11145
8816352, 15239, 7157, 11295
8972754, 15527, 7257, 11445
9128441, 15785, 7357, 11593
9284351, 16024, 7457, 11747
9441097, 16260, 7557, 11897
9597685, 16522, 7657, 12045
9755557, 16802, 7757, 12195
9910251, 17043, 7857, 12349
10066298, 17290, 7957, 12500
10221404, 17541, 8057, 12648
10379367, 17813, 8157, 12798
10536066, 18062, 8257, 12954
10694077, 18324, 8359, 13106
10848802, 18570, 8464, 13261
11006307, 18819, 8564, 13415
11164134, 19050, 8664, 13573
11322481, 19305, 8764, 13723
11478297, 19572, 8864, 13871
11635149, 19834, 8964, 14019
11792675, 20080, 9064, 14177
11948117, 20326, 9164, 14325
12105550, 20572, 9264, 14473
12261439, 20826, 9364, 14621
12420028, 21082, 9464, 14777
12577286, 21329, 9566, 14928
12732312, 21555, 9666, 15076
