12191,3224,1248477746
14480,2653,1302154396
5295,599,1293038642
7409,459,1291712166
385894,9926,1280720978
353058,6269,1246569660
2013,143,1176389258
33356,1522,1243006572
30386,636,1313589079
83880,6415,1237570061
12276,2455,1319902061
19588,5674,1230854936
12462,2387,1224778128
17611,6194,1173525594
19183,9309,1031202765
7149,2829,1247017134
487936,14304,1151117100
20349,3783,1189001401
7579,2323,1137254616
10995,1389,1148633935
26540,2981,1129578889
17692,4440,1268444154
13397,2385,1251375590
18660,4689,1184469589
7393,1283,1216522956
17952,3844,1168593840
11028,2079,1093789263
268254,3698,1225482064
516594,3502,1184422518
15510,5103,1139458866
10880,6118,1132733158
20591,8972,1151963272
24237,8233,1134838163
17198,5346,1265167072
11471,2935,1246183545
10832,3333,1203887804
8207,1296,1225882021
21259,3698,1148930337
5842,1020,1091174147
693381,5351,1197353552
342223,3385,1205387263
10671,1922,1156082663
5598,869,1144939717
15983,1111,1141352797
20440,5928,1140638439
24713,15087,1262731665
8142,3212,1256327237
12990,4417,1175308137
9541,1384,1225491635
22496,5743,1137717062
