101626,2970,672195039
7078,694,854588470
6893,271,867628119
5069,140,868145215
4973,90,867460839
4040,89,867200706
2915,77,865497482
4516,56,864836017
2934,20,864876080
4093,57,863070513
3292,45,860163316
3087,67,859441794
4280,78,858992445
2786,40,859998442
3613,41,859930882
62927,1016,818917362
3463,415,862750915
3915,164,862599657
2338,90,865084843
3595,77,868340477
2263,32,871754862
2817,108,876695063
3397,52,874758166
2832,52,876725123
3763,107,877682640
3210,101,882927021
2250,51,885116601
5597,136,883206315
2441,119,885960130
2510,58,898240769
52581,570,856574240
4124,655,893061565
3084,133,895906359
2038,105,895171220
2941,77,893864690
2369,34,896753813
1798,57,892086158
3063,73,893061101
1924,50,893285698
3030,32,889704248
1951,45,890720062
2070,18,891502182
2855,22,887040186
2154,28,888185103
2768,39,889175971
54842,478,846708184
6168,894,882282266
3121,109,886559948
2185,98,886868202
2759,53,883153970
