# started on Wed Feb  7 21:08:51 2024

     0.100114324,190449645,,br_inst_retired.all_branches,861762967,100.00,,
     0.100114324,261264,,br_misp_retired.all_branches,861747827,100.00,,
     0.100114324,271803,,cache-misses,861717280,100.00,25.758,of all cache refs
     0.100114324,1055221,,cache-references,861706052,100.00,,
     0.204145429,192820067,,br_inst_retired.all_branches,832066850,100.00,,
     0.204145429,238379,,br_misp_retired.all_branches,832065423,100.00,,
     0.204145429,209324,,cache-misses,832063974,100.00,28.542,of all cache refs
     0.204145429,733392,,cache-references,832063382,100.00,,
     0.308108314,192860136,,br_inst_retired.all_branches,831791971,100.00,,
     0.308108314,236840,,br_misp_retired.all_branches,831792282,100.00,,
     0.308108314,200457,,cache-misses,831792202,100.00,27.928,of all cache refs
     0.308108314,717776,,cache-references,831792487,100.00,,
     0.412081228,193059811,,br_inst_retired.all_branches,832161066,100.00,,
     0.412081228,235516,,br_misp_retired.all_branches,832160767,100.00,,
     0.412081228,203174,,cache-misses,832160845,100.00,28.955,of all cache refs
     0.412081228,701686,,cache-references,832160815,100.00,,
     0.516163998,194600865,,br_inst_retired.all_branches,832233980,100.00,,
     0.516163998,377134,,br_misp_retired.all_branches,832236541,100.00,,
     0.516163998,612786,,cache-misses,832239011,100.00,21.781,of all cache refs
     0.516163998,2813386,,cache-references,832241551,100.00,,
     0.620167032,200033787,,br_inst_retired.all_branches,851874667,100.00,,
     0.620167032,255361,,br_misp_retired.all_branches,851873624,100.00,,
     0.620167032,245152,,cache-misses,851872086,100.00,28.535,of all cache refs
     0.620167032,859138,,cache-references,851870235,100.00,,
     0.728118576,200673934,,br_inst_retired.all_branches,826349437,100.00,,
     0.728118576,356378,,br_misp_retired.all_branches,826349648,100.00,,
     0.728118576,674304,,cache-misses,826350328,100.00,27.998,of all cache refs
     0.728118576,2408389,,cache-references,826351601,100.00,,
     0.828650069,186260657,,br_inst_retired.all_branches,803770884,100.00,,
     0.828650069,226194,,br_misp_retired.all_branches,803768815,100.00,,
     0.828650069,197244,,cache-misses,803766947,100.00,30.423,of all cache refs
     0.828650069,648328,,cache-references,803764794,100.00,,
     0.929108948,186356307,,br_inst_retired.all_branches,803673214,100.00,,
     0.929108948,234481,,br_misp_retired.all_branches,803673094,100.00,,
     0.929108948,198863,,cache-misses,803673027,100.00,25.498,of all cache refs
     0.929108948,779904,,cache-references,803672989,100.00,,
     1.029529143,186205424,,br_inst_retired.all_branches,803494226,100.00,,
     1.029529143,238147,,br_misp_retired.all_branches,803494014,100.00,,
     1.029529143,204828,,cache-misses,803494134,100.00,25.019,of all cache refs
     1.029529143,818704,,cache-references,803494099,100.00,,
     1.129910610,186188061,,br_inst_retired.all_branches,803326528,100.00,,
     1.129910610,230668,,br_misp_retired.all_branches,803326939,100.00,,
     1.129910610,199813,,cache-misses,803327010,100.00,27.441,of all cache refs
     1.129910610,728156,,cache-references,803326800,100.00,,
     1.230386248,186342450,,br_inst_retired.all_branches,803858458,100.00,,
     1.230386248,232777,,br_misp_retired.all_branches,803858754,100.00,,
     1.230386248,195248,,cache-misses,803858822,100.00,25.588,of all cache refs
     1.230386248,763051,,cache-references,803859030,100.00,,
     1.330871529,186380553,,br_inst_retired.all_branches,803862772,100.00,,
     1.330871529,233250,,br_misp_retired.all_branches,803862854,100.00,,
     1.330871529,205679,,cache-misses,803862607,100.00,27.412,of all cache refs
     1.330871529,750328,,cache-references,803862451,100.00,,
     1.431351089,186277113,,br_inst_retired.all_branches,803762385,100.00,,
     1.431351089,228360,,br_misp_retired.all_branches,803761853,100.00,,
     1.431351089,194725,,cache-misses,803761934,100.00,28.650,of all cache refs
     1.431351089,679663,,cache-references,803761951,100.00,,
     1.531829843,186233892,,br_inst_retired.all_branches,803498612,100.00,,
     1.531829843,231949,,br_misp_retired.all_branches,803498572,100.00,,
     1.531829843,196087,,cache-misses,803498761,100.00,27.021,of all cache refs
     1.531829843,725681,,cache-references,803498932,100.00,,
     1.632224618,188490606,,br_inst_retired.all_branches,803411717,100.00,,
     1.632224618,296303,,br_misp_retired.all_branches,803412234,100.00,,
     1.632224618,339506,,cache-misses,803412833,100.00,25.034,of all cache refs
