PAPI_TOT_CYC, PAPI_L1_DCM, PAPI_L3_TCM, PAPI_L3_TCA
11362, 190, 552, 1119
161634, 699, 1121, 2208
304464, 1118, 1304, 2475
466445, 1687, 1542, 2863
609844, 2128, 1918, 3454
798589, 2874, 2216, 4159
1009586, 3489, 2469, 5066
1219740, 4047, 2688, 5977
1435811, 4667, 2881, 6885
1653383, 5283, 3077, 7810
1859537, 5885, 3230, 8798
2018789, 6208, 3432, 9496
2184491, 6555, 3617, 9872
2360661, 7007, 3794, 10355
2517428, 7280, 3939, 10702
2673008, 7572, 4082, 10957
2827487, 7871, 4197, 11160
2983191, 8166, 4339, 11356
3137617, 8485, 4480, 11535
3292801, 8785, 4615, 11700
3448022, 9028, 4747, 11857
3603525, 9331, 4881, 12020
3757231, 9602, 5006, 12165
3914843, 9914, 5136, 12308
4069652, 10192, 5252, 12456
4224400, 10488, 5366, 12588
4378627, 10754, 5472, 12701
4534538, 11044, 5584, 12820
4690441, 11315, 5689, 12933
4844958, 11581, 5797, 13055
5002705, 11899, 5908, 13180
5159577, 12178, 6014, 13297
5317254, 12467, 6114, 13408
5481191, 12896, 6280, 13964
5637517, 13226, 6401, 14253
5793406, 13501, 6506, 14416
5949928, 13791, 6608, 14594
6106912, 14055, 6714, 14781
6261658, 14305, 6828, 14965
6418870, 14585, 6940, 15143
6576356, 14841, 7056, 15318
6733538, 15104, 7166, 15486
6890061, 15394, 7266, 15648
7047870, 15685, 7366, 15810
7204794, 15979, 7466, 15976
7359338, 16300, 7566, 16143
7514946, 16598, 7666, 16302
7668106, 16872, 7766, 16452
7823389, 17149, 7866, 16603
7981096, 17426, 7966, 16766
8139571, 17699, 8067, 16926
8296897, 18005, 8167, 17088
8454148, 18338, 8267, 17243
8611514, 18658, 8367, 17401
8768173, 18938, 8467, 17567
8925508, 19230, 8569, 17726
9081099, 19501, 8671, 17901
9237098, 19774, 8779, 18069
9390577, 20057, 8883, 18226
9545886, 20311, 8991, 18383
9701037, 20600, 9099, 18560
9859619, 20910, 9207, 18723
10017300, 21202, 9313, 18888
10174358, 21505, 9415, 19048
10329773, 21789, 9517, 19220
