PAPI_TOT_CYC, PAPI_L1_DCM, PAPI_L3_TCM, PAPI_L3_TCA
10280, 174, 446, 1024
161088, 683, 1208, 2248
303859, 1113, 1417, 2553
445973, 1554, 1545, 2806
587866, 2014, 1670, 3077
729817, 2444, 1780, 3270
872816, 2869, 1911, 3488
1014503, 3301, 2026, 3673
1156428, 3721, 2151, 3869
1298322, 4133, 2261, 4057
1440455, 4567, 2371, 4228
1582348, 4998, 2475, 4400
1724255, 5428, 2576, 4561
1865994, 5836, 2678, 4721
2011473, 6395, 2797, 5012
2154171, 6869, 2916, 5263
2295391, 7294, 3023, 5452
2437389, 7745, 3123, 5634
2579173, 8182, 3223, 5811
2720652, 8616, 3328, 5986
2862850, 9033, 3428, 6156
3005198, 9481, 3528, 6323
3147864, 9898, 3628, 6480
3290093, 10319, 3728, 6646
3432918, 10760, 3828, 6816
3575138, 11206, 3928, 6969
3717494, 11650, 4028, 7130
3859417, 12092, 4130, 7289
4001560, 12526, 4230, 7445
4143488, 12947, 4330, 7594
4285147, 13370, 4430, 7750
4427383, 13780, 4531, 7910
4569007, 14177, 4631, 8062
4711119, 14566, 4731, 8220
4852475, 14993, 4831, 8369
4994785, 15398, 4933, 8540
5138875, 15952, 5039, 8764
5281881, 16413, 5203, 9006
5423721, 16833, 5329, 9174
5566083, 17277, 5455, 9341
5708463, 17676, 5567, 9483
5850607, 18104, 5671, 9606
5992052, 18536, 5775, 9721
6133739, 18931, 5879, 9831
6275099, 19377, 5983, 9960
6417529, 19807, 6095, 10081
6559874, 20233, 6197, 10189
6701116, 20635, 6303, 10299
6843299, 21026, 6403, 10409
6985221, 21432, 6503, 10517
7126725, 21846, 6603, 10617
7268493, 22259, 6705, 10722
7409605, 22696, 6805, 10828
7551520, 23110, 6905, 10934
7693716, 23527, 7005, 11039
7838551, 23940, 7105, 11166
7982621, 24354, 7205, 11270
8126259, 24782, 7305, 11378
8270137, 25186, 7405, 11486
8415328, 25598, 7505, 11596
8561750, 26097, 7605, 11731
8703966, 26552, 7705, 11858
8846984, 26997, 7805, 11970
8989277, 27439, 7905, 12076
9132293, 27859, 8005, 12185
9275960, 28318, 8105, 12296
9419206, 28726, 8205, 12412
9562899, 29149, 8305, 12528
9706367, 29574, 8405, 12639
9849472, 29995, 8505, 12746
9991758, 30385, 8605, 12859
10134426, 30785, 8705, 12964
10276793, 31214, 8805, 13068
10420676, 31619, 8905, 13174
10564055, 32058, 9005, 13279
10707756, 32475, 9105, 13381
10850922, 32866, 9205, 13482
10994026, 33294, 9305, 13589
11137234, 33702, 9405, 13691
11280888, 34127, 9505, 13795
11423825, 34552, 9605, 13895
11566186, 34994, 9706, 14018
11708598, 35414, 9806, 14170
11851150, 35822, 9906, 14325
11994382, 36235, 10006, 14479
12137145, 36657, 10106, 14633
12279669, 37061, 10206, 14785
12423454, 37494, 10306, 14938
12566832, 37916, 10408, 15106
12709959, 38355, 10508, 15263
12852999, 38786, 10608, 15429
12995251, 39188, 10708, 15585
13139571, 39608, 10808, 15741
13290745, 40159, 10910, 15990
13433466, 40600, 11054, 16232
13577057, 41015, 11204, 16425
13719974, 41441, 11308, 16578
13867580, 41816, 11416, 16712
14013780, 42141, 11522, 16832
14158275, 42426, 11624, 16948
14304548, 42723, 11726, 17067
14449764, 42990, 11828, 17175
14593743, 43280, 11930, 17290
14737094, 43546, 12030, 17398
14882451, 43836, 12130, 17507
15026948, 44119, 12230, 17618
15169879, 44405, 12334, 17728
15314163, 44694, 12434, 17834
15459029, 44983, 12534, 17935
15602380, 45279, 12637, 18040
15745967, 45570, 12741, 18144
15890080, 45867, 12841, 18250
16033394, 46158, 12941, 18352
16177582, 46445, 13041, 18480
16321830, 46750, 13141, 18651
16466343, 47057, 13241, 18827
16608116, 47343, 13345, 18985
16750356, 47645, 13445, 19150
16894858, 47941, 13545, 19313
17038643, 48233, 13645, 19464
17183204, 48535, 13745, 19620
17328804, 48833, 13845, 19782
17472652, 49109, 13945, 19936
17617031, 49420, 14045, 20085
17762741, 49743, 14147, 20244
17907568, 50044, 14247, 20405
18050931, 50336, 14347, 20553
18194113, 50592, 14449, 20705
18339574, 50878, 14549, 20856
18485419, 51208, 14649, 21010
18630451, 51506, 14749, 21158
18774423, 51813, 14849, 21310
18919441, 52107, 14949, 21471
19062913, 52379, 15049, 21624
19208421, 52659, 15149, 21779
19354288, 52950, 15249, 21934
19498697, 53300, 15349, 22064
19640870, 53620, 15455, 22185
19785462, 53939, 15555, 22291
19929141, 54234, 15655, 22391
20071332, 54544, 15755, 22494
20217828, 54869, 15855, 22615
20362026, 55202, 15955, 22723
20507303, 55618, 16061, 23675
20652602, 55961, 16161, 24101
20797693, 56298, 16265, 24392
20944108, 56618, 16369, 24637
21086820, 56936, 16473, 24858
21229759, 57252, 16577, 25074
21375013, 57562, 16681, 25260
21520408, 57879, 16785, 25446
21663927, 58156, 16889, 25620
21813862, 58455, 16993, 25811
21960946, 58770, 17098, 25979
22108255, 59054, 17200, 26154
22256076, 59346, 17302, 26325
22403780, 59685, 17404, 26497
22551143, 59973, 17506, 26657
22698680, 60301, 17608, 26821
22846795, 60625, 17708, 26991
22992398, 60934, 17808, 27148
23140756, 61239, 17908, 27317
23289464, 61529, 18008, 27480
23435268, 61824, 18108, 27650
23593330, 62214, 18208, 27851
23764489, 62671, 18308, 28299
23911485, 63037, 18416, 28688
24057693, 63352, 18516, 28892
24205042, 63663, 18619, 29112
24351105, 63943, 18724, 29315
24496587, 64235, 18834, 29480
24644298, 64556, 18939, 29638
24792038, 64849, 19051, 29783
24938706, 65129, 19165, 29937
25086585, 65404, 19271, 30046
25233447, 65695, 19377, 30214
25380161, 65974, 19479, 30382
25526843, 66255, 19581, 30552
25673983, 66541, 19683, 30728
25819968, 66840, 19785, 30917
25964608, 67139, 19885, 31086
26113837, 67431, 19985, 31250
26260876, 67731, 20086, 31429
26406484, 68040, 20186, 31593
26554070, 68316, 20286, 31752
26702387, 68589, 20386, 31912
26848731, 68953, 20486, 32123
26994126, 69255, 20586, 32272
27139679, 69567, 20686, 32411
27285381, 69864, 20786, 32541
27431642, 70156, 20886, 32669
27579822, 70484, 20986, 32781
27726146, 70777, 21086, 32891
27873930, 71095, 21186, 33003
28021204, 71378, 21286, 33105
28166906, 71652, 21386, 33209
28312290, 71966, 21486, 33318
28459124, 72273, 21586, 33419
28605256, 72557, 21686, 33528
28752524, 72869, 21786, 33635
28897231, 73178, 21890, 33745
29044504, 73482, 21990, 33855
29193536, 73772, 22090, 33958
29338474, 74077, 22190, 34068
29487006, 74384, 22290, 34168
29632260, 74703, 22390, 34274
29778199, 74992, 22490, 34374
29925516, 75306, 22590, 34481
30072016, 75581, 22690, 34583
30217738, 75865, 22790, 34691
30364857, 76173, 22890, 34791
30511301, 76471, 22990, 34904
30657230, 76778, 23090, 35007
30802293, 77075, 23190, 35111
30947134, 77352, 23290, 35213
31092877, 77664, 23390, 35313
31239260, 77949, 23490, 35422
31387943, 78275, 23590, 35522
31534327, 78591, 23690, 35626
31680929, 78898, 23790, 35729
31834888, 79219, 23890, 35896
31985111, 79530, 23990, 36050
32136135, 79843, 24090, 36213
32288247, 80159, 24190, 36366
32440795, 80457, 24290, 36523
32588036, 80725, 24390, 36679
32736805, 81017, 24490, 36831
32887459, 81300, 24590, 36981
33039835, 81600, 24690, 37141
33188698, 81916, 24790, 37291
33338649, 82218, 24890, 37441
33487431, 82524, 24990, 37599
33640245, 82814, 25090, 37757
33790598, 83114, 25190, 37909
33943712, 83399, 25290, 38060
34093672, 83700, 25390, 38220
34243975, 83967, 25490, 38372
34396026, 84287, 25590, 38523
34545830, 84575, 25690, 38673
34695925, 84879, 25790, 38827
34848591, 85173, 25890, 38976
35000913, 85490, 25990, 39126
35152802, 85831, 26091, 39284
35303767, 86239, 26191, 39510
35455409, 86577, 26291, 39688
35603356, 86852, 26391, 39839
35752235, 87154, 26491, 39985
35905267, 87470, 26591, 40102
36057276, 87766, 26691, 40221
36207221, 88075, 26791, 40332
36356879, 88366, 26891, 40437
36506960, 88642, 26991, 40549
36656162, 88953, 27091, 40659
36805698, 89227, 27191, 40772
36956123, 89519, 27291, 40881
37104563, 89786, 27391, 40983
37255543, 90071, 27491, 41088
37406112, 90364, 27591, 41194
37555391, 90637, 27691, 41294
37705051, 90919, 27791, 41395
37856604, 91229, 27891, 41499
38008020, 91533, 27991, 41599
38161106, 91819, 28091, 41701
38311628, 92127, 28191, 41806
38461641, 92417, 28291, 41910
38614457, 92741, 28391, 42016
38764823, 93036, 28491, 42116
38914051, 93334, 28591, 42218
39063481, 93649, 28691, 42318
39214746, 93978, 28791, 42425
39365260, 94271, 28891, 42527
39515349, 94558, 28991, 42627
39665373, 94809, 29091, 42728
39815268, 95099, 29191, 42828
39967117, 95373, 29291, 42928
40120106, 95687, 29391, 43078
40270362, 95991, 29491, 43234
40420993, 96273, 29591, 43382
40570816, 96606, 29691, 43554
40720645, 96930, 29791, 43717
40872274, 97389, 29892, 44341
41021522, 97724, 29992, 44607
41171741, 98054, 30092, 44793
41322892, 98385, 30192, 44988
41475011, 98680, 30292, 45150
41625338, 98945, 30392, 45332
41776672, 99257, 30492, 45490
41924605, 99574, 30592, 45650
42073284, 99893, 30692, 45810
42222304, 100201, 30792, 45971
42372619, 100498, 30892, 46120
42522386, 100783, 30992, 46270
42670728, 101114, 31092, 46432
42820626, 101436, 31192, 46589
42971443, 101742, 31292, 46744
43124193, 102045, 31392, 46907
43274347, 102339, 31492, 47071
43425155, 102654, 31592, 47229
43573384, 102950, 31692, 47383
43727571, 103249, 31792, 47539
43880560, 103551, 31892, 47697
44033555, 103851, 31992, 47859
44185617, 104163, 32092, 48019
44337629, 104474, 32192, 48172
44488485, 104749, 32292, 48334
44639944, 105045, 32392, 48491
44793419, 105337, 32492, 48654
44946243, 105632, 32592, 48804
45100118, 105953, 32692, 48907
45252985, 106259, 32792, 49023
45406160, 106561, 32892, 49129
