PAPI_TOT_CYC, PAPI_L1_DCM, PAPI_L3_TCM, PAPI_L3_TCA
10349, 172, 430, 1081
161656, 703, 1076, 2244
304501, 1062, 1191, 2415
446550, 1419, 1295, 2561
589609, 1748, 1405, 2706
731587, 2065, 1519, 2830
873835, 2445, 1629, 2946
1015675, 2791, 1748, 3065
1158455, 3147, 1862, 3185
1301148, 3513, 1966, 3301
1442951, 3853, 2066, 3401
1585919, 4199, 2166, 3505
1727580, 4565, 2270, 3609
1869505, 4918, 2370, 3709
2011656, 5274, 2470, 3813
2157292, 5755, 2646, 4179
2300952, 6126, 2846, 4551
2443381, 6492, 2946, 4786
2586048, 6848, 3053, 4955
2728395, 7212, 3157, 5144
2871161, 7546, 3257, 5309
3013374, 7917, 3359, 5464
3155870, 8250, 3461, 5626
3298458, 8619, 3565, 5788
3440818, 8974, 3672, 5967
3582343, 9342, 3781, 6151
3724998, 9717, 3885, 6313
3866939, 10056, 3989, 6473
4009368, 10404, 4093, 6629
4152312, 10773, 4201, 6801
4294373, 11127, 4305, 6955
4436766, 11464, 4409, 7131
4578077, 11819, 4509, 7287
4720376, 12175, 4610, 7444
4862706, 12510, 4710, 7616
5004929, 12894, 4813, 7794
5146880, 13227, 4913, 7967
5290793, 13622, 5013, 8162
5434126, 14101, 5113, 8321
5577474, 14469, 5213, 8440
5719717, 14812, 5313, 8563
5861472, 15160, 5413, 8668
6003625, 15525, 5552, 8815
6146179, 15872, 5652, 8915
6289080, 16227, 5752, 9015
6431688, 16598, 5852, 9135
6573411, 16954, 5952, 9246
6716064, 17286, 6052, 9352
6858894, 17631, 6152, 9452
7000779, 17948, 6252, 9560
7143693, 18290, 6352, 9660
7285367, 18626, 6452, 9762
7430131, 19001, 6552, 9866
7573312, 19353, 6652, 9970
7716284, 19708, 6752, 10076
7860046, 20036, 6852, 10188
8003592, 20386, 6952, 10298
8146657, 20761, 7052, 10406
8290442, 21145, 7152, 10510
8433660, 21508, 7252, 10614
8577021, 21881, 7352, 10723
8719940, 22211, 7452, 10828
8863483, 22552, 7552, 10930
9007312, 22867, 7652, 11030
9154033, 23330, 7752, 11172
9297291, 23757, 7852, 11294
9441151, 24112, 7952, 11394
9584831, 24489, 8052, 11494
9728109, 24832, 8152, 11594
9872509, 25184, 8252, 11694
10016681, 25541, 8352, 11794
10160304, 25922, 8452, 11897
10304956, 26266, 8552, 11997
10449282, 26605, 8652, 12097
10593105, 26952, 8752, 12197
10736194, 27290, 8852, 12297
10880691, 27651, 8952, 12397
11024898, 28026, 9052, 12497
11167965, 28391, 9152, 12597
11311431, 28735, 9262, 12718
11454580, 29095, 9362, 12818
11598802, 29458, 9462, 12926
11742425, 29788, 9562, 13026
11886652, 30165, 9662, 13126
12030923, 30514, 9762, 13226
12175428, 30854, 9862, 13326
12319689, 31187, 9962, 13426
12463830, 31550, 10062, 13526
12607868, 31897, 10162, 13626
12751195, 32254, 10262, 13726
12895474, 32619, 10362, 13826
13039695, 32970, 10462, 13926
13183582, 33314, 10562, 14026
13332072, 33615, 10662, 14126
13476805, 33859, 10762, 14228
13621126, 34089, 10862, 14341
13766974, 34304, 10962, 14441
13912417, 34580, 11062, 14541
14060477, 34895, 11162, 14678
14206698, 35208, 11262, 14814
14351853, 35479, 11362, 14929
14497304, 35722, 11462, 15029
14641968, 35946, 11562, 15129
14787227, 36232, 11662, 15231
14932396, 36474, 11762, 15334
15078482, 36718, 11866, 15440
15222639, 36944, 11966, 15540
15366891, 37200, 12066, 15640
15512132, 37419, 12166, 15740
15655411, 37637, 12266, 15840
15800637, 37880, 12366, 15940
15945501, 38115, 12466, 16040
16091646, 38363, 12566, 16144
16235461, 38632, 12669, 16253
16382680, 38860, 12769, 16371
16528343, 39081, 12873, 16507
16672892, 39328, 12973, 16659
16818824, 39569, 13073, 16813
16965314, 39808, 13173, 16967
17109231, 40058, 13273, 17123
17253250, 40303, 13373, 17282
17399486, 40547, 13473, 17441
17545346, 40747, 13573, 17606
17690914, 41004, 13673, 17765
17837049, 41243, 13773, 17923
17982298, 41488, 13873, 18077
18127128, 41749, 13973, 18229
18274351, 42009, 14073, 18393
18420892, 42262, 14173, 18546
18565435, 42488, 14273, 18704
18708777, 42749, 14373, 18855
18854423, 42996, 14473, 19003
18999053, 43255, 14573, 19158
19142263, 43498, 14673, 19314
19289177, 43742, 14773, 19466
19433057, 43967, 14873, 19618
19577930, 44216, 14973, 19766
19724104, 44471, 15073, 19925
19869028, 44683, 15173, 20075
