PAPI_TOT_CYC, PAPI_L1_DCM, PAPI_L3_TCM, PAPI_L3_TCA
34224, 163, 484, 952
204675, 513, 1116, 2014
361856, 780, 1252, 2228
519256, 1047, 1365, 2399
674998, 1287, 1482, 2588
830825, 1526, 1592, 2752
989660, 1759, 1694, 2918
1147314, 1999, 1797, 3073
1303890, 2224, 1897, 3227
1460941, 2479, 1997, 3381
1618251, 2702, 2097, 3529
1775820, 2954, 2199, 3683
1933380, 3200, 2303, 3841
2092021, 3424, 2403, 3991
2249587, 3659, 2503, 4146
2417807, 4069, 2783, 4694
2635666, 4555, 2950, 5349
2800466, 4900, 3264, 6127
2954655, 5147, 3398, 6330
3109610, 5422, 3533, 6522
3266951, 5680, 3674, 6687
3424759, 5911, 3809, 6828
3580181, 6158, 3931, 6954
3735313, 6409, 4055, 7089
3888548, 6655, 4167, 7213
4043223, 6885, 4276, 7331
4200530, 7138, 4382, 7454
4358657, 7364, 4483, 7560
4514633, 7590, 4604, 7684
4672637, 7832, 4715, 7807
4829519, 8085, 4835, 7967
4987432, 8338, 4955, 8129
5145028, 8594, 5071, 8263
5333580, 8993, 5227, 8658
5554872, 9545, 5393, 9485
5785933, 10051, 5537, 10262
6019386, 10586, 5689, 11055
6240626, 11150, 5824, 12003
6471779, 11688, 5978, 12816
6711264, 12203, 6096, 13368
6955368, 12731, 6231, 14081
7180956, 13279, 6371, 14806
7423393, 13790, 6546, 15388
7667516, 14302, 6682, 15675
7903111, 14829, 6793, 16237
8140435, 15388, 6931, 17063
8379795, 15970, 7045, 17792
8620759, 16536, 7160, 18433
8872972, 17088, 7300, 19049
9118880, 17662, 7420, 19694
9362354, 18192, 7646, 20441
9609613, 18758, 7802, 20802
9843691, 19303, 7906, 21309
10075320, 19876, 8022, 22173
10316274, 20446, 8158, 22959
10559937, 20990, 8261, 23565
10807113, 21564, 8399, 24444
11058233, 22079, 8511, 24953
11302885, 22585, 8632, 25342
11534179, 23124, 8755, 26041
11778158, 23673, 8888, 26873
12024780, 24198, 9007, 27477
12265457, 24749, 9123, 28200
12514172, 25270, 9267, 28820
12757930, 25806, 9395, 29201
12993746, 26346, 9522, 29882
13239241, 26900, 9659, 30655
13490154, 27446, 9789, 31289
13737954, 28003, 9898, 31934
13982749, 28517, 10043, 32609
14228523, 29077, 10180, 33081
14467401, 29598, 10306, 33630
14710491, 30166, 10440, 34452
14947206, 30749, 10608, 35385
15191478, 31324, 10830, 36536
15410602, 31889, 11101, 37681
15602422, 32384, 11419, 38748
15833149, 32951, 11610, 39829
16053665, 33508, 11851, 41037
16275718, 34048, 12015, 42166
16514797, 34672, 12169, 43328
16713572, 35172, 12349, 44383
16896028, 35589, 12542, 45187
17057305, 35902, 12710, 45557
17215805, 36168, 12859, 45734
17371498, 36426, 12991, 45875
17605797, 36928, 13127, 46401
17793687, 37382, 13335, 47229
17995268, 37839, 13468, 48019
18226713, 38358, 13622, 48587
18449530, 38933, 13747, 49293
18678901, 39463, 13923, 49972
18856402, 39942, 14141, 50856
19078181, 40487, 14297, 51654
19308342, 41104, 14440, 52761
19540619, 41694, 14582, 53814
19770591, 42293, 14727, 54903
20008159, 42905, 14887, 56002
20210816, 43419, 15077, 57038
20447560, 44008, 15235, 58167
20639856, 44494, 15391, 59061
20872826, 45057, 15510, 59995
21080016, 45597, 15669, 60978
21314571, 46232, 15797, 62026
21531170, 46804, 15937, 62985
21714041, 47292, 16110, 64016
21929422, 47861, 16227, 64869
22159766, 48430, 16355, 65916
22351141, 48911, 16515, 66789
22552207, 49428, 16645, 67872
22778649, 49969, 16750, 68832
23007319, 50581, 16877, 70021
23237847, 51169, 16984, 71047
23470712, 51761, 17094, 72088
23704169, 52348, 17209, 73091
23926419, 52908, 17322, 74096
24166362, 53513, 17432, 75097
24394862, 54116, 17548, 76226
24627507, 54700, 17662, 77377
24858032, 55332, 17783, 78512
25087904, 55924, 17885, 79599
25278504, 56430, 18021, 80589
25499058, 57020, 18142, 81667
25730522, 57583, 18255, 82738
25959212, 58135, 18367, 83518
