PAPI_TOT_CYC, PAPI_L1_DCM, PAPI_L3_TCM, PAPI_L3_TCA
18063, 173, 725, 1146
189578, 578, 1469, 2175
348007, 899, 1730, 2505
511033, 1256, 1893, 2736
670497, 1581, 2038, 2924
830340, 1868, 2189, 3097
991552, 2177, 2362, 3292
1151358, 2488, 2515, 3478
1308492, 2796, 2650, 3646
1465684, 3051, 2763, 3776
1621668, 3348, 2884, 3913
1779108, 3635, 2994, 4050
1938195, 3925, 3100, 4162
2094064, 4204, 3208, 4277
2250180, 4472, 3318, 4405
2407417, 4749, 3426, 4520
2565087, 5040, 3532, 4633
2721126, 5303, 3634, 4739
2879183, 5586, 3736, 4846
3037289, 5861, 3838, 4959
3193756, 6122, 3940, 5065
3351124, 6390, 4042, 5178
3507141, 6665, 4147, 5296
3665961, 6960, 4250, 5399
3823609, 7249, 4354, 5508
3979715, 7545, 4454, 5611
4137792, 7846, 4566, 5731
4294680, 8152, 4668, 5838
4450219, 8416, 4773, 5947
4607653, 8694, 4881, 6063
4764489, 8986, 4981, 6169
4922357, 9276, 5085, 6279
5079684, 9549, 5185, 6381
5236865, 9848, 5289, 6488
5393462, 10122, 5390, 6592
5549554, 10406, 5490, 6699
5704341, 10691, 5594, 6806
5860559, 10971, 5694, 6914
6017423, 11229, 5801, 7031
6174766, 11535, 5903, 7138
6332978, 11818, 6003, 7243
6491127, 12101, 6107, 7348
6648898, 12382, 6207, 7451
6806431, 12655, 6311, 7558
6965289, 12928, 6411, 7659
7122113, 13212, 6518, 7774
7277104, 13469, 6618, 7876
7435009, 13757, 6718, 7982
7593184, 14022, 6824, 8097
7747847, 14313, 6924, 8208
7903262, 14575, 7025, 8314
8058391, 14841, 7126, 8419
8217293, 15110, 7227, 8533
8374882, 15390, 7329, 8636
8531090, 15665, 7429, 8736
8689656, 15953, 7531, 8839
8847500, 16236, 7631, 8939
9003443, 16479, 7734, 9042
9161067, 16758, 7834, 9146
9319414, 17033, 7936, 9248
9476916, 17305, 8039, 9363
9632271, 17591, 8139, 9463
9790481, 17901, 8239, 9566
9947764, 18150, 8339, 9667
10104500, 18441, 8439, 9769
10261797, 18741, 8539, 9869
10420761, 19029, 8639, 9969
10585279, 19414, 8779, 10197
10742718, 19720, 8926, 10460
10901415, 20007, 9051, 10611
11056046, 20293, 9158, 10742
11213399, 20584, 9258, 10868
11371027, 20885, 9358, 10989
11529689, 21178, 9459, 11113
11687569, 21473, 9559, 11227
11845012, 21778, 9662, 11337
12001936, 22047, 9762, 11447
12157667, 22352, 9862, 11552
12315553, 22612, 9964, 11662
12473248, 22905, 10064, 11769
12629732, 23187, 10164, 11878
12784864, 23459, 10264, 11980
12942377, 23724, 10364, 12080
13098676, 24002, 10464, 12182
13255724, 24274, 10564, 12286
13411811, 24553, 10664, 12388
13569723, 24831, 10764, 12492
13724788, 25124, 10864, 12594
13882389, 25419, 10964, 12707
14039999, 25733, 11064, 12812
14196783, 26033, 11165, 12915
14353077, 26305, 11265, 13026
14510922, 26579, 11365, 13126
14668779, 26882, 11465, 13230
14826114, 27179, 11609, 13380
14981663, 27447, 11709, 13490
15139745, 27722, 11809, 13591
15294030, 27996, 11909, 13696
15450146, 28293, 12009, 13796
15607361, 28550, 12109, 13904
15765928, 28800, 12209, 14004
15922681, 29063, 12309, 14108
16080895, 29369, 12409, 14210
16238659, 29656, 12509, 14318
16396435, 29917, 12609, 14423
16554945, 30218, 12709, 14546
16711142, 30488, 12809, 14650
16868588, 30787, 12911, 14786
17026524, 31090, 13015, 14942
17183468, 31346, 13115, 15100
17339660, 31646, 13215, 15251
17497090, 31944, 13315, 15411
17655513, 32194, 13415, 15565
17813608, 32453, 13515, 15713
17970885, 32727, 13615, 15867
