1028826,415112,12115944,95750,96698403.0
52,31,60374705,87,397461567.0
123,77,57516489,76,387476199.0
450447,419150,12220991,98432,97551674.0
463658,428679,12486084,96060,99709917.0
765598,417142,12167948,96320,97291493.0
461214,430057,12435594,94611,99230298.0
728898,415887,12115469,93603,96948407.0
666,453,128546495,474563,655767979.0
0,0,0,0,0.0
781406,422157,12326612,93740,98420572.0
668141,438920,4047009,118,19034730.0
1666,1634,705,59,2788.0
723024,410621,11975513,94506,95634842.0
874004,422023,12251557,95335,97779133.0
364581,348050,9846196,76936,78672299.0
582633,425083,12303185,96589,98434429.0
866378,412028,12027105,94939,96028855.0
0,0,0,0,0.0
502922,427160,12371696,95880,98735861.0
735263,420170,12223446,98314,97699806.0
459449,422848,12231776,96248,97668130.0
453491,435398,12552308,99029,100207784.0
757922,423336,12363112,95549,98665241.0
471027,427072,12460982,97146,99480286.0
637392,424025,12363825,99854,98728452.0
15986,1787,2398961,572,8456694.0
468888,432429,12575484,99068,100343975.0
0,0,0,0,0.0
189844,69832,65003567,1755894,1110567604.0
58703566,34171868,14195646,28,283904946.0
597474,419488,12244365,92101,97986661.0
383,21,210253421,8,990609876.0
900536,421832,12219343,92935,97808728.0
0,0,0,0,0.0
0,0,0,0,0.0
627044,419376,12230683,95769,97681865.0
3701342,45366,16765821,54545,95718075.0
625791,423045,12277879,95104,97986292.0
614954,428622,12512548,96900,99974422.0
24847551,18695680,1696250,13,35619121.0
32,3,210792822,2,993150308.0
24725274,17598453,1094071,15,32819888.0
10890,6656,77463,2466,544310.0
3939990,45030,16428487,53048,93577583.0
631424,419616,12258027,97228,98128959.0
444372,424264,12345532,96067,98656904.0
113,6,172347014,518214,910742531.0
0,0,0,0,0.0
608148,426820,12460433,97366,99522357.0
759148,430975,12552566,98326,100179898.0
28996486,22167894,1324406,10,103297956.0
469235,424839,12394000,97779,98955660.0
28878808,22120184,1325654,14,103394887.0
432660,420541,12251463,91731,97911581.0
741409,430813,12559345,97342,100284402.0
989970,422978,12316660,92921,98331222.0
1637,21,86073715,3136822,911536084.0
0,0,0,0,0.0
625398,419722,12244060,97174,97777374.0
0,0,0,0,0.0
18701,3090,221910234,518301,1053764661.0
1102298,424847,12363655,96612,98676578.0
470958,419157,12175745,96108,97161321.0
439416,424813,12393415,94318,99098890.0
469102,420700,12291122,96416,98093376.0
463510,417643,12189282,95021,97283392.0
90,33,205012998,3,965917684.0
0,0,0,0,0.0
0,0,0,0,0.0
207026,92724,71819241,2082828,1035236705.0
11706522,6529121,131026712,4068526,1060480681.0
850462,418851,12235567,95417,97756349.0
3772130,50842,16646738,54555,94807636.0
416913,413363,12038237,93145,96059318.0
925986,425234,12387903,98932,98862959.0
459486,426246,12431694,96496,99297874.0
894576,431169,12573142,97842,100366995.0
467732,423017,12356425,95873,98713510.0
6562,73,2092898,215,7332851.0
10620,1743,2213392,114,7787756.0
605102,416317,12140187,93255,96931170.0
734851,426384,12434161,96866,99378811.0
170,56,199301418,4,939008702.0
71,54,57711065,45,388787257.0
47,6,205571262,3,968549138.0
460372,425513,12423919,97763,99214727.0
58114364,34187562,14063910,37,281270299.0
119,1,115167177,325713,608566240.0
29008049,22202506,1325302,11,103367829.0
719745,421634,12289555,95371,98298286.0
1769,88,86019953,3138919,910960471.0
487249,410192,11980778,93363,95707555.0
0,0,0,0,0.0
