PAPI_TOT_CYC, PAPI_L1_DCM, PAPI_L3_TCM, PAPI_L3_TCA
9698, 170, 475, 1083
162425, 657, 1083, 2109
305512, 1048, 1308, 2431
448753, 1443, 1415, 2612
591657, 1853, 1531, 2774
734318, 2236, 1644, 2921
878004, 2665, 1760, 3084
1021219, 3063, 1870, 3214
1163884, 3439, 1980, 3358
1307724, 3822, 2089, 3498
1450854, 4212, 2193, 3632
1593067, 4614, 2308, 3780
1735458, 5000, 2423, 3920
1883115, 5490, 2575, 4330
2026467, 5954, 2794, 4752
2170683, 6342, 2928, 5003
2314202, 6767, 3034, 5159
2457999, 7206, 3134, 5315
2602160, 7597, 3234, 5463
2745870, 8006, 3334, 5616
2888539, 8383, 3434, 5752
3031495, 8791, 3536, 5882
3174570, 9160, 3640, 6008
3317769, 9550, 3742, 6119
3460366, 9962, 3845, 6248
3603093, 10359, 3945, 6416
3745883, 10738, 4045, 6582
3890007, 11109, 4145, 6750
4033205, 11490, 4245, 6920
4176502, 11872, 4345, 7092
4320358, 12262, 4445, 7251
4464077, 12638, 4545, 7420
4607751, 12997, 4645, 7583
4750761, 13380, 4745, 7755
4893857, 13733, 4845, 7910
5037877, 14137, 4949, 8124
5187740, 14659, 5051, 8449
5330892, 15059, 5151, 8642
5472854, 15442, 5251, 8777
5615160, 15835, 5351, 8900
5757844, 16215, 5451, 9042
5900971, 16610, 5551, 9204
6044583, 16977, 5651, 9342
6187256, 17357, 5751, 9471
6329364, 17759, 5851, 9597
6472818, 18141, 5985, 9751
6616178, 18531, 6087, 9865
6759170, 18947, 6187, 9987
6901955, 19329, 6287, 10093
7044566, 19749, 6387, 10213
7187613, 20151, 6488, 10333
7331393, 20550, 6588, 10448
7474897, 20934, 6688, 10576
7617949, 21305, 6788, 10687
7760783, 21722, 6888, 10804
7906573, 22118, 6989, 10914
8050817, 22506, 7091, 11024
8194993, 22922, 7194, 11142
8340042, 23335, 7294, 11251
8488733, 23877, 7398, 11547
8633722, 24294, 7498, 11819
8777913, 24684, 7598, 11990
8922674, 25096, 7698, 12129
9066291, 25478, 7798, 12268
9212488, 25896, 7898, 12393
9356160, 26244, 7998, 12512
9500383, 26638, 8098, 12646
9645012, 27034, 8198, 12768
9788669, 27449, 8298, 12897
9932388, 27851, 8400, 13036
10075777, 28266, 8500, 13163
10219204, 28665, 8600, 13290
10362738, 29052, 8703, 13431
10506967, 29435, 8805, 13562
10650715, 29825, 8905, 13693
10795275, 30211, 9005, 13819
10939879, 30592, 9105, 13930
11084928, 30986, 9205, 14054
11228529, 31378, 9310, 14184
11372646, 31744, 9412, 14308
11517223, 32109, 9512, 14422
11662023, 32490, 9612, 14544
11805645, 32864, 9712, 14675
11950780, 33248, 9816, 14794
12094992, 33643, 9916, 14925
12240101, 33998, 10016, 15041
12384442, 34379, 10116, 15168
12528456, 34759, 10220, 15282
12673055, 35139, 10320, 15393
12818205, 35550, 10420, 15503
12962732, 35947, 10520, 15617
13107110, 36336, 10620, 15734
13257580, 36838, 10720, 15998
13402855, 37291, 10820, 16233
13547335, 37696, 10924, 16386
13691087, 38069, 11030, 16510
13835933, 38471, 11138, 16648
13983521, 38794, 11242, 16765
14128064, 39058, 11346, 16890
14274055, 39332, 11446, 17010
14418990, 39593, 11546, 17125
14564890, 39852, 11646, 17254
14710543, 40148, 11746, 17360
14856307, 40392, 11846, 17481
15001140, 40631, 11946, 17594
15147008, 40897, 12046, 17708
15292324, 41158, 12146, 17818
15440447, 41455, 12246, 17931
15586402, 41709, 12346, 18034
15733276, 41986, 12446, 18145
15878190, 42256, 12546, 18245
16024999, 42525, 12646, 18361
16171225, 42821, 12746, 18464
16316324, 43102, 12846, 18574
16461003, 43370, 12946, 18688
16604580, 43641, 13046, 18797
16749898, 43910, 13146, 18908
16895192, 44171, 13246, 19022
17040967, 44472, 13346, 19141
17186143, 44720, 13446, 19245
17333103, 44996, 13546, 19348
17478042, 45248, 13646, 19455
17623398, 45561, 13746, 19556
17768176, 45850, 13846, 19666
17914470, 46132, 13946, 19772
18060689, 46431, 14046, 19878
18205698, 46709, 14146, 19988
18351249, 46983, 14246, 20133
18497041, 47259, 14346, 20287
18641649, 47545, 14446, 20455
18787996, 47817, 14546, 20610
18933547, 48084, 14646, 20763
19078981, 48320, 14746, 20918
19223070, 48587, 14846, 21078
19374898, 48979, 14946, 21313
19520363, 49295, 15046, 21568
19666079, 49543, 15146, 21714
19813553, 49828, 15246, 21848
19958683, 50079, 15346, 21964
20104728, 50363, 15446, 22096
20249789, 50627, 15546, 22221
20395205, 50916, 15646, 22363
20539496, 51207, 15746, 22493
20686995, 51618, 15870, 23368
20833176, 51925, 15998, 23801
20977577, 52208, 16104, 24028
21122348, 52469, 16209, 24206
21268121, 52751, 16313, 24381
21412935, 53025, 16417, 24527
21558268, 53300, 16521, 24676
21704363, 53569, 16625, 24800
21854762, 53824, 16734, 24940
22005055, 54094, 16842, 25078
22151966, 54360, 16950, 25194
22302001, 54643, 17056, 25319
22448241, 54926, 17157, 25440
22596721, 55209, 17262, 25577
22745047, 55472, 17363, 25704
22894660, 55763, 17465, 25831
23041684, 56021, 17567, 25951
23189862, 56295, 17669, 26072
23339523, 56556, 17769, 26209
23488667, 56829, 17869, 26320
23637826, 57093, 17969, 26439
