PAPI_TOT_CYC, PAPI_L1_DCM, PAPI_L3_TCM, PAPI_L3_TCA
10089, 171, 443, 963
160343, 682, 1107, 2161
302120, 1005, 1214, 2378
444158, 1344, 1322, 2560
585462, 1663, 1422, 2716
727147, 2020, 1525, 2881
869472, 2354, 1625, 3029
1011576, 2719, 1725, 3177
1152757, 3075, 1828, 3319
1294126, 3399, 1931, 3454
1435702, 3711, 2031, 3580
1576003, 4026, 2131, 3704
1717228, 4329, 2233, 3831
1859393, 4659, 2336, 3964
2000776, 5014, 2439, 4099
2141956, 5329, 2542, 4223
2285456, 5780, 2727, 4633
2426416, 6184, 2839, 5050
2568006, 6544, 2954, 5311
2709394, 6899, 3062, 5527
2850956, 7222, 3162, 5709
2992565, 7582, 3262, 5896
3134094, 7918, 3362, 6091
3275895, 8262, 3462, 6282
3417356, 8584, 3565, 6466
3558156, 8920, 3665, 6646
3699706, 9267, 3765, 6835
3841660, 9608, 3868, 7014
3983945, 9989, 3968, 7200
4125448, 10296, 4068, 7377
4266662, 10650, 4171, 7572
4408737, 11014, 4271, 7752
4550228, 11375, 4371, 7860
4692142, 11717, 4471, 7970
4833931, 12065, 4571, 8077
4975856, 12407, 4671, 8177
5117140, 12740, 4771, 8284
5259076, 13075, 4871, 8387
5400088, 13431, 4971, 8503
5543878, 13850, 5071, 8659
5685599, 14257, 5171, 8825
5827525, 14608, 5271, 8949
5968784, 14946, 5371, 9085
6110089, 15295, 5471, 9201
6251606, 15618, 5571, 9320
6392422, 15966, 5671, 9446
6533810, 16308, 5771, 9563
6675464, 16654, 5871, 9676
6817465, 16997, 5971, 9793
6960277, 17354, 6071, 9907
7101529, 17697, 6171, 10029
7243309, 18051, 6271, 10145
7384884, 18400, 6371, 10263
7529826, 18777, 6471, 10405
7672151, 19145, 6571, 10524
7816059, 19478, 6698, 10686
7960590, 19796, 6805, 10830
8104475, 20122, 6905, 10974
8246536, 20483, 7005, 11117
8388848, 20830, 7108, 11253
8532093, 21151, 7208, 11381
8675785, 21513, 7308, 11507
