PAPI_TOT_CYC, PAPI_L1_DCM, PAPI_L3_TCM, PAPI_L3_TCA
9822, 178, 476, 1052
160392, 658, 1129, 2200
302568, 1059, 1251, 2393
444647, 1473, 1373, 2556
586747, 1862, 1513, 2721
728199, 2239, 1632, 2867
869055, 2627, 1743, 3003
1011083, 2991, 1847, 3119
1152708, 3383, 1953, 3235
1294784, 3783, 2055, 3354
1436457, 4161, 2155, 3457
1578803, 4566, 2255, 3565
1719756, 4938, 2358, 3677
1861012, 5311, 2458, 3784
2004175, 5710, 2558, 3891
2145830, 6089, 2658, 3993
2287652, 6476, 2758, 4097
2429148, 6869, 2858, 4207
2573472, 7449, 3004, 4676
2716432, 7851, 3110, 4895
2857802, 8255, 3214, 5032
3000008, 8657, 3314, 5170
3141990, 9049, 3418, 5306
3283624, 9436, 3518, 5435
3425406, 9844, 3618, 5557
3567481, 10242, 3718, 5675
3709500, 10661, 3818, 5791
3851474, 11054, 3922, 5915
3993085, 11449, 4022, 6038
4134531, 11853, 4122, 6140
4276363, 12235, 4224, 6244
4418590, 12636, 4324, 6353
4560609, 13029, 4424, 6459
4702273, 13443, 4524, 6569
4845053, 13820, 4624, 6686
4986796, 14188, 4724, 6794
5129506, 14548, 4824, 6898
5271177, 14926, 4924, 7002
5413768, 15336, 5024, 7104
5555618, 15692, 5124, 7204
5698263, 16212, 5224, 7514
5841139, 16609, 5324, 7682
5983488, 16995, 5424, 7794
6126165, 17360, 5527, 7908
6268456, 17706, 5627, 8020
6410331, 18061, 5727, 8132
6552093, 18437, 5827, 8244
6694100, 18826, 5927, 8362
6836357, 19211, 6027, 8471
6979015, 19605, 6127, 8581
7120985, 19971, 6228, 8685
7263622, 20319, 6328, 8785
7405465, 20675, 6428, 8886
7547996, 21076, 6528, 8986
7689983, 21464, 6628, 9095
7832046, 21847, 6728, 9199
7974214, 22212, 6868, 9350
8116464, 22615, 6968, 9463
8258272, 22954, 7068, 9563
8399656, 23352, 7168, 9665
8546012, 23729, 7268, 9769
8689718, 24140, 7368, 9870
8832302, 24539, 7471, 9976
8977961, 25002, 7571, 10150
9121350, 25462, 7671, 10342
9264261, 25869, 7771, 10462
9407427, 26274, 7875, 10585
9549387, 26652, 7975, 10695
9704279, 26982, 8075, 10809
9861572, 27257, 8175, 10917
10017748, 27540, 8275, 11025
10175209, 27809, 8378, 11130
10332372, 28113, 8478, 11230
10487925, 28400, 8578, 11330
10644850, 28678, 8678, 11430
10800553, 28927, 8778, 11530
10958335, 29181, 8878, 11636
11113754, 29444, 8978, 11736
11271070, 29725, 9078, 11840
11429279, 29999, 9178, 11940
11587036, 30258, 9278, 12044
11745151, 30528, 9378, 12149
11900309, 30780, 9478, 12252
12055826, 31048, 9578, 12354
12214606, 31307, 9678, 12454
12370572, 31574, 9778, 12554
12528136, 31824, 9878, 12654
12686148, 32062, 9978, 12754
12842537, 32306, 10078, 12854
12998662, 32545, 10178, 12954
13156881, 32818, 10278, 13054
13312893, 33077, 10378, 13158
13468622, 33331, 10478, 13260
13626073, 33572, 10578, 13364
13783712, 33848, 10678, 13464
13942318, 34127, 10778, 13568
14099412, 34372, 10878, 13668
14256064, 34645, 10978, 13772
14413483, 34921, 11078, 13872
14570552, 35195, 11178, 13976
14728453, 35487, 11278, 14078
14884106, 35752, 11378, 14182
15042578, 35999, 11478, 14282
15199294, 36247, 11578, 14386
15356474, 36519, 11678, 14486
15513486, 36758, 11778, 14586
15671498, 37022, 11878, 14690
15827228, 37277, 11978, 14790
15984949, 37545, 12078, 14896
16141821, 37827, 12178, 14996
16299965, 38083, 12278, 15100
16457717, 38364, 12378, 15200
16614961, 38624, 12478, 15305
16772051, 38904, 12578, 15405
16928099, 39175, 12678, 15510
17085986, 39450, 12778, 15610
17244087, 39713, 12878, 15714
17401842, 39966, 12978, 15814
17557036, 40222, 13078, 15914
17713395, 40492, 13178, 16017
17871302, 40733, 13278, 16118
18028996, 40971, 13378, 16218
18186773, 41225, 13478, 16326
18345290, 41505, 13578, 16426
18502893, 41752, 13678, 16526
18660837, 42030, 13778, 16626
18818674, 42304, 13878, 16726
18976826, 42557, 13978, 16826
19132803, 42819, 14078, 16926
19290314, 43109, 14178, 17030
19448906, 43379, 14278, 17130
19606814, 43648, 14378, 17230
19762737, 43912, 14478, 17330
19921346, 44140, 14578, 17430
20079185, 44384, 14678, 17530
20235174, 44672, 14778, 17630
20392975, 44945, 14878, 17731
20551374, 45235, 14978, 17834
20706958, 45495, 15078, 17936
20863688, 45771, 15178, 18040
21024358, 46185, 15278, 18264
21182021, 46490, 15378, 18442
21338836, 46800, 15478, 18586
21495285, 47104, 15578, 18713
21654497, 47529, 15681, 19729
21812183, 47827, 15797, 20067
21969731, 48114, 15909, 20362
22127629, 48394, 16023, 20592
22284042, 48693, 16133, 20799
22441679, 48949, 16243, 20982
22599083, 49200, 16349, 21176
22756443, 49444, 16455, 21357
22912163, 49723, 16561, 21531
23070062, 49976, 16665, 21689
23228372, 50241, 16769, 21851
23384968, 50496, 16871, 22013
23542724, 50760, 16973, 22169
23700490, 51023, 17075, 22322
23858707, 51264, 17177, 22490
24014708, 51522, 17277, 22654
24172279, 51759, 17377, 22804
24331056, 52029, 17477, 22952
24488242, 52276, 17577, 23105
24645012, 52527, 17677, 23262
24801817, 52776, 17777, 23411
24959118, 53057, 17877, 23559
25115386, 53329, 17977, 23712
25273235, 53610, 18077, 23872
25430407, 53862, 18177, 24023
25587490, 54132, 18278, 24174
25743761, 54365, 18378, 24333
25901694, 54627, 18478, 24493
26058454, 54896, 18578, 24641
26215979, 55147, 18678, 24796
26373821, 55405, 18778, 24946
26532591, 55660, 18878, 25100
26689945, 55918, 18978, 25248
26847530, 56151, 19078, 25400
27004880, 56403, 19178, 25550
27162606, 56681, 19278, 25711
27320235, 56954, 19378, 25859
27476170, 57194, 19478, 26010
27632079, 57449, 19578, 26160
27788226, 57705, 19678, 26314
27945704, 57992, 19778, 26462
28103699, 58249, 19878, 26610
28261641, 58527, 19978, 26763
28419162, 58778, 20078, 26917
28577113, 59048, 20180, 27067
28733847, 59304, 20280, 27218
28888618, 59555, 20380, 27370
29046264, 59823, 20480, 27524
29204659, 60098, 20580, 27672
29362703, 60357, 20680, 27822
29519684, 60609, 20780, 27974
29675890, 60846, 20880, 28126
29834889, 61084, 20980, 28274
29992494, 61331, 21080, 28422
30148265, 61570, 21180, 28574
30304865, 61837, 21284, 28730
30461770, 62089, 21384, 28881
30619491, 62350, 21484, 29017
30776862, 62606, 21584, 29159
30935598, 62863, 21684, 29295
31093151, 63128, 21784, 29431
31250847, 63360, 21884, 29567
31409486, 63629, 21984, 29709
31567094, 63875, 22084, 29845
31724556, 64130, 22184, 29981
31883118, 64378, 22284, 30117
32040973, 64646, 22384, 30259
32198095, 64936, 22484, 30395
32354506, 65177, 22584, 30531
32513189, 65447, 22684, 30667
32670866, 65704, 22786, 30811
32826561, 65962, 22886, 30949
32985407, 66216, 22986, 31085
33141644, 66481, 23086, 31223
33298017, 66738, 23186, 31365
33455266, 67013, 23286, 31501
33613809, 67279, 23388, 31639
33771665, 67550, 23488, 31775
33927414, 67814, 23588, 31917
34088794, 68197, 23688, 32167
34244934, 68490, 23792, 32339
34403862, 68791, 23892, 32478
34561062, 69062, 23992, 32596
34718958, 69347, 24092, 32722
