PAPI_TOT_CYC, PAPI_L1_DCM, PAPI_L3_TCM, PAPI_L3_TCA
13109, 174, 565, 1058
183818, 545, 1279, 2195
341060, 800, 1406, 2379
511758, 1044, 1518, 2516
728702, 1252, 1626, 2647
884052, 1513, 1733, 2773
1042036, 1767, 1840, 2891
1200154, 2003, 1961, 3023
1356696, 2225, 2062, 3133
1510871, 2430, 2162, 3239
1665834, 2649, 2270, 3359
1828627, 2990, 2380, 3609
1986820, 3335, 2633, 3981
2141967, 3571, 2757, 4177
2299003, 3819, 2871, 4335
2456346, 4076, 2991, 4480
2613795, 4328, 3105, 4600
2768641, 4555, 3209, 4711
2926139, 4798, 3313, 4837
3084488, 5051, 3417, 4945
3239590, 5276, 3521, 5051
3395259, 5511, 3625, 5166
3553237, 5721, 3727, 5281
3710505, 5938, 3827, 5388
3866427, 6164, 3928, 5496
4023477, 6402, 4030, 5610
4179281, 6620, 4130, 5722
4334329, 6825, 4230, 5825
4488477, 7044, 4330, 5929
4644661, 7277, 4430, 6029
4801311, 7510, 4530, 6131
4955350, 7716, 4630, 6240
5111160, 7942, 4730, 6350
5265701, 8173, 4836, 6470
5422658, 8399, 4936, 6596
5581871, 8630, 5036, 6696
5739408, 8841, 5142, 6806
5895768, 9084, 5242, 6910
6052478, 9311, 5342, 7029
6211267, 9568, 5442, 7139
6367884, 9806, 5542, 7244
6522743, 10041, 5642, 7352
6680568, 10267, 5742, 7452
6838796, 10487, 5842, 7560
6997180, 10716, 5942, 7662
7153376, 10955, 6042, 7768
7310872, 11209, 6142, 7872
7468832, 11471, 6246, 7978
7624721, 11720, 6346, 8078
7780760, 11946, 6446, 8180
7936624, 12188, 6546, 8284
8094252, 12411, 6646, 8384
8250687, 12653, 6746, 8484
8407805, 12873, 6846, 8584
8564643, 13120, 6946, 8684
8721492, 13343, 7046, 8789
8878160, 13585, 7146, 8897
9035962, 13821, 7246, 9003
9193446, 14041, 7346, 9105
9350881, 14261, 7446, 9205
9509218, 14470, 7546, 9307
9667448, 14698, 7646, 9407
9825398, 14935, 7746, 9507
9981561, 15171, 7846, 9607
10138065, 15397, 7946, 9707
10294670, 15629, 8046, 9809
10452409, 15879, 8146, 9939
10609846, 16128, 8246, 10039
10766572, 16350, 8346, 10139
10921834, 16587, 8446, 10241
11080203, 16838, 8548, 10343
11236975, 17092, 8650, 10448
11397341, 17335, 8787, 10608
11551858, 17575, 8887, 10716
11707692, 17805, 8990, 10819
11865686, 18076, 9095, 10947
12020611, 18306, 9195, 11057
12179465, 18530, 9300, 11176
12338750, 18771, 9401, 11300
12496551, 19017, 9513, 11421
12650986, 19256, 9619, 11537
12807117, 19492, 9719, 11637
12965034, 19727, 9820, 11738
13123500, 19962, 9920, 11847
13278492, 20187, 10020, 11947
13437102, 20415, 10126, 12054
13600541, 20653, 10282, 12239
13767412, 20888, 10417, 12388
13929677, 21109, 10564, 12550
14095300, 21348, 10728, 12745
14258472, 21576, 10861, 12912
14425523, 21827, 11032, 13108
14591314, 22088, 11207, 13301
14757054, 22333, 11386, 13506
14927988, 22560, 11532, 13675
15101428, 22877, 11703, 13897
15262165, 23151, 11900, 14139
15418079, 23402, 12049, 14300
15576668, 23642, 12198, 14468
15735105, 23863, 12338, 14622
15889527, 24085, 12444, 14739
16044825, 24304, 12549, 14852
16202681, 24552, 12658, 14967
16359308, 24772, 12761, 15067
16516862, 25038, 12865, 15174
16675955, 25263, 12965, 15274
16832932, 25539, 13067, 15380
16990643, 25781, 13167, 15480
17144958, 26038, 13267, 15584
17301233, 26274, 13367, 15684
17458502, 26532, 13467, 15788
17613506, 26783, 13567, 15888
17771276, 27013, 13669, 15992
17929594, 27238, 13769, 16092
18085432, 27482, 13869, 16201
18241962, 27728, 13976, 16308
18399412, 27969, 14080, 16416
18558199, 28196, 14182, 16523
18715958, 28430, 14282, 16623
18873578, 28663, 14386, 16731
19031694, 28923, 14492, 16841
19189116, 29191, 14592, 16945
19347413, 29418, 14694, 17047
19504026, 29659, 14796, 17151
19662081, 29887, 14896, 17251
19819541, 30100, 14996, 17351
19977756, 30313, 15096, 17451
20136089, 30545, 15196, 17551
20291801, 30793, 15296, 17651
20449282, 31029, 15404, 17759
20607799, 31264, 15504, 17859
20765305, 31478, 15604, 17959
20923735, 31692, 15704, 18059
21081303, 31906, 15804, 18159
21237970, 32140, 15904, 18259
21395352, 32347, 16007, 18362
21552704, 32570, 16118, 18476
21710094, 32806, 16226, 18590
21869238, 33035, 16326, 18696
22024016, 33240, 16426, 18804
22180653, 33484, 16526, 18904
22336030, 33709, 16626, 19004
22491738, 33947, 16730, 19108
22646608, 34166, 16830, 19208
22809606, 34627, 17213, 20140
22965889, 34925, 17350, 20428
23122398, 35170, 17466, 20577
23280688, 35442, 17601, 20720
23438174, 35714, 17727, 20869
23592530, 35951, 17837, 20992
23748905, 36176, 17942, 21100
23904345, 36417, 18054, 21214
24061790, 36632, 18169, 21330
24218156, 36875, 18276, 21435
24374755, 37104, 18380, 21545
24532738, 37344, 18484, 21652
24690544, 37590, 18586, 21754
24848500, 37820, 18688, 21860
25004201, 38075, 18788, 21966
25161283, 38302, 18891, 22071
25318882, 38536, 18991, 22175
25477664, 38770, 19093, 22281
25635337, 38991, 19195, 22385
25792788, 39232, 19295, 22487
25948763, 39431, 19395, 22591
26104372, 39635, 19495, 22693
26260702, 39860, 19595, 22795
26415306, 40082, 19695, 22896
26571671, 40299, 19829, 23071
26729707, 40557, 19930, 23221
26886739, 40801, 20030, 23374
27040403, 41002, 20130, 23528
27193817, 41244, 20230, 23678
27351789, 41488, 20330, 23826
27508550, 41763, 20430, 23974
27666234, 42001, 20530, 24130
27823569, 42227, 20630, 24280
27981000, 42434, 20730, 24428
28145735, 42754, 20857, 24620
28340148, 43198, 20995, 25086
28555260, 43669, 21207, 25825
28778487, 44186, 21369, 26430
28975126, 44619, 21577, 27330
29133973, 44908, 21741, 27815
29294314, 45165, 21864, 27990
29450887, 45410, 21986, 28126
29607292, 45655, 22114, 28283
29762430, 45899, 22235, 28420
29921125, 46112, 22353, 28550
30077375, 46354, 22464, 28674
30234947, 46583, 22567, 28780
30392366, 46831, 22671, 28886
30550789, 47078, 22776, 29019
30707361, 47327, 22876, 29125
30864299, 47563, 22976, 29226
31019494, 47797, 23076, 29336
31176463, 48017, 23176, 29454
31334481, 48269, 23276, 29563
31488322, 48535, 23378, 29678
31642790, 48758, 23478, 29778
31797035, 48989, 23580, 29889
31953537, 49222, 23680, 29989
32109696, 49458, 23780, 30089
32264262, 49721, 23880, 30190
32419110, 49962, 23980, 30309
32574706, 50203, 24088, 30423
32732037, 50418, 24188, 30525
32890262, 50672, 24288, 30626
33048022, 50899, 24393, 30743
33202676, 51152, 24493, 30851
33360630, 51386, 24593, 30954
33517753, 51637, 24693, 31054
33673695, 51845, 24793, 31156
33829532, 52061, 24893, 31258
33987310, 52300, 24993, 31362
34143317, 52516, 25093, 31462
34300442, 52746, 25193, 31562
34457817, 52979, 25293, 31662
34612484, 53214, 25393, 31762
34769167, 53460, 25493, 31869
34925811, 53684, 25593, 31981
35083538, 53930, 25693, 32083
35238413, 54164, 25793, 32187
35395775, 54402, 25893, 32287
35554522, 54606, 25994, 32390
35710161, 54843, 26094, 32490
35866606, 55065, 26194, 32593
36025147, 55280, 26294, 32705
36183209, 55509, 26394, 32817
36339123, 55734, 26494, 32922
36496756, 55950, 26594, 33022
36655335, 56180, 26694, 33127
36812606, 56428, 26794, 33233
36969102, 56666, 26894, 33339
37127680, 56894, 26994, 33453
37285203, 57091, 27094, 33553
37439678, 57309, 27194, 33657
37597240, 57533, 27294, 33757
37754597, 57772, 27394, 33857
37910893, 58002, 27494, 33957
38068925, 58260, 27594, 34057
38225675, 58521, 27694, 34157
38381355, 58738, 27794, 34257
38536773, 58967, 27894, 34357
38693498, 59204, 27994, 34463
38852239, 59447, 28094, 34563
39010234, 59674, 28194, 34663
39165955, 59915, 28294, 34767
39323504, 60134, 28394, 34867
39480415, 60367, 28494, 34979
39636358, 60613, 28595, 35093
39794433, 60841, 28695, 35199
39949707, 61091, 28795, 35299
40106334, 61334, 28895, 35405
40264030, 61590, 28995, 35519
40421489, 61870, 29095, 35631
40577141, 62092, 29195, 35733
40734561, 62340, 29296, 35839
40891890, 62581, 29396, 35943
41050434, 62799, 29496, 36051
41211710, 63108, 29622, 36366
41373983, 63454, 29773, 36679
41528628, 63714, 29879, 36849
41683261, 63950, 29979, 36971
41840331, 64193, 30079, 37073
41998001, 64451, 30179, 37173
42155976, 64716, 30279, 37278
42311774, 64978, 30379, 37391
42470125, 65238, 30479, 37491
42625085, 65492, 30579, 37591
42781613, 65747, 30683, 37695
42937114, 65993, 30783, 37804
43094411, 66213, 30883, 37971
43251583, 66440, 30983, 38125
43409597, 66677, 31083, 38288
43566710, 66886, 31183, 38438
43724415, 67101, 31283, 38592
43880112, 67342, 31383, 38754
44037248, 67580, 31483, 38910
44196631, 67791, 31587, 39072
44354166, 67998, 31687, 39220
44512540, 68432, 31844, 40046
