# started on Fri Feb  9 12:56:59 2024

     0.100152985,41333704,,br_inst_retired.all_branches,879485528,100.00,,
     0.100152985,420616,,br_misp_retired.all_branches,879470892,100.00,,
     0.100152985,408989,,cache-misses,879462137,100.00,37.670,of all cache refs
     0.100152985,1085719,,cache-references,879450517,100.00,,
     0.204360243,41286365,,br_inst_retired.all_branches,832466695,100.00,,
     0.204360243,401455,,br_misp_retired.all_branches,832464803,100.00,,
     0.204360243,371941,,cache-misses,832462923,100.00,45.637,of all cache refs
     0.204360243,814996,,cache-references,832462346,100.00,,
     0.308332170,42148270,,br_inst_retired.all_branches,817703323,100.00,,
     0.308332170,420523,,br_misp_retired.all_branches,817703593,100.00,,
     0.308332170,392627,,cache-misses,817703580,100.00,39.383,of all cache refs
     0.308332170,996958,,cache-references,817703414,100.00,,
     0.412149348,41841903,,br_inst_retired.all_branches,830868460,100.00,,
     0.412149348,405861,,br_misp_retired.all_branches,830868217,100.00,,
     0.412149348,373734,,cache-misses,830868144,100.00,46.326,of all cache refs
     0.412149348,806752,,cache-references,830868208,100.00,,
     0.516157875,41588226,,br_inst_retired.all_branches,832103371,100.00,,
     0.516157875,407404,,br_misp_retired.all_branches,832103563,100.00,,
     0.516157875,377386,,cache-misses,832103712,100.00,43.901,of all cache refs
     0.516157875,859633,,cache-references,832103895,100.00,,
     0.620162215,41414072,,br_inst_retired.all_branches,832003620,100.00,,
     0.620162215,404937,,br_misp_retired.all_branches,832003583,100.00,,
     0.620162215,368996,,cache-misses,832003680,100.00,44.307,of all cache refs
     0.620162215,832818,,cache-references,832003681,100.00,,
     0.724148069,41413479,,br_inst_retired.all_branches,831987508,100.00,,
     0.724148069,400087,,br_misp_retired.all_branches,831987479,100.00,,
     0.724148069,369288,,cache-misses,831987587,100.00,48.191,of all cache refs
     0.724148069,766305,,cache-references,831987546,100.00,,
     0.828147543,41724938,,br_inst_retired.all_branches,846933740,100.00,,
     0.828147543,423072,,br_misp_retired.all_branches,846933978,100.00,,
     0.828147543,380840,,cache-misses,846933852,100.00,36.515,of all cache refs
     0.828147543,1042955,,cache-references,846933851,100.00,,
     0.932342464,42279005,,br_inst_retired.all_branches,818205604,100.00,,
     0.932342464,436428,,br_misp_retired.all_branches,818206344,100.00,,
     0.932342464,496655,,cache-misses,818207143,100.00,40.127,of all cache refs
     0.932342464,1237704,,cache-references,818207635,100.00,,
     1.036100108,42097606,,br_inst_retired.all_branches,830531614,100.00,,
     1.036100108,422197,,br_misp_retired.all_branches,830530506,100.00,,
     1.036100108,385754,,cache-misses,830529672,100.00,38.056,of all cache refs
     1.036100108,1013644,,cache-references,830529474,100.00,,
     1.140097885,42047753,,br_inst_retired.all_branches,831970946,100.00,,
     1.140097885,410653,,br_misp_retired.all_branches,831970950,100.00,,
     1.140097885,377456,,cache-misses,831971034,100.00,45.011,of all cache refs
     1.140097885,838595,,cache-references,831970799,100.00,,
     1.244151856,42028366,,br_inst_retired.all_branches,832334796,100.00,,
     1.244151856,407263,,br_misp_retired.all_branches,832334794,100.00,,
     1.244151856,376658,,cache-misses,832334733,100.00,46.635,of all cache refs
     1.244151856,807671,,cache-references,832334950,100.00,,
     1.348147012,42097987,,br_inst_retired.all_branches,832006408,100.00,,
     1.348147012,412958,,br_misp_retired.all_branches,832006282,100.00,,
     1.348147012,377733,,cache-misses,832006238,100.00,43.793,of all cache refs
     1.348147012,862536,,cache-references,832005948,100.00,,
     1.452157140,42027944,,br_inst_retired.all_branches,831979159,100.00,,
     1.452157140,404533,,br_misp_retired.all_branches,831979515,100.00,,
     1.452157140,372879,,cache-misses,831979742,100.00,48.857,of all cache refs
