10,0,618,2,20905
26384,2118,18063835,77065,533363154
12063,402,18848375,78954,533006786
10160,47,18097412,75743,534165239
11972,44,15222318,63316,449289922
10691,103,18817901,77741,532434467
10004,267,18101833,76742,534323493
11993,59,18065894,77130,533232810
14197,190,18842722,77440,533367903
14837,31,18053704,78493,532871411
13838,136,15897670,65951,446103813
8543,120,9370826,40028,276725440
82700,1710,12002140,51158,354199182
11086,249,17990583,75680,530995791
11687,432,18731960,78535,530147046
5489,167,18000519,77420,531319677
9264,237,18733889,77324,529622576
5874,80,17998668,75755,531236216
6558,359,17990038,79086,531008694
8256,266,18697641,77633,529002637
9912,72,10761359,46482,317598512
9697,37,17953576,76931,529899144
12627,241,16581443,70072,465792890
5090,10,17952517,77805,530060078
26407,548,18795054,77578,531666998
9613,88,17940555,77813,529505992
7472,113,12910679,53912,381128458
13553,1278,12174830,50887,335885288
20034,1320,17123053,71357,505471436
7778,69,17928729,74543,529241481
18502,905,18108711,74816,511583836
7846,90,17921883,77180,529153110
7346,37,17967518,74964,530308619
9285,143,18688357,76482,528782116
6712,11,17938312,74521,529445823
10699,89,18667642,78029,527790506
15058,478,17238600,75067,508899760
13023,155,17929917,76126,529194858
9416,176,15792340,68038,442694149
6825,9,17903700,76119,528417217
9882,25,18647149,79227,527412539
10418,11,17887109,74288,527953679
18006,912,17276728,74457,510007298
18858,1565,18240789,75019,515029671
9549,95,17837889,76862,526491399
8802,64,17800122,77006,525540511
8083,95,18559730,79544,524981144
6785,53,17791426,73514,525281088
18863,725,18006351,76071,508271675
9762,119,15584018,60845,460023114
7273,104,17683421,65028,521872584
11524,212,18358186,67133,519153454
4478,132,28310076,103629,835676270
5338,57,34403573,125837,992724826
7578,392,34336369,125038,990870203
5758,156,34404760,126305,992484611
1714,100,33789069,123573,997381869
8743,110,18374288,66563,519090086
7867,1511,17462604,64000,515349968
8549,485,13951163,54057,411779185
10266,4658,9024372,38460,243450528
14503,296,17696833,75958,522302507
8257,51,14907343,64470,440136935
10669,364,14156811,61320,394633049
8673,44,17590544,72393,519318596
7457,28,17580718,75755,518860116
22180,520,18350821,77855,518634985
7344,134,9958754,40626,293974128
8633,75,9861162,41161,291085059
13198,144,15532257,63746,434914110
5154,18,17574556,74535,518842839
10075,60,17506518,73061,516657716
8821,284,18372719,77105,518983208
13766,2146,17330540,75894,511627034
12115,303,17568802,74894,518499702
11122,1164,10588545,44436,289301845
6393,39,17525022,73555,517370343
8150,77,17502728,73965,516734854
18971,1126,17923241,74317,506131348
7695,191,17512931,74692,516846712
7302,215,18300003,76832,517562509
15788,525,16980593,71834,501216176
8524,40,17533887,73297,517660613
9688,181,18352028,78804,517451321
14477,558,16946751,71546,500237571
7341,133,8912129,37308,263109459
10904,198,11400406,49595,314165773
12878,33,17519320,74356,517035660
19656,669,11061865,45467,326490595
13770,1555,14709877,62421,418676993
13152,429,17760858,74273,516406053
7791,50,17474102,74359,515863209
10345,375,13351692,56527,371248707
5862,158,11854875,52183,349996443
5632,56,17416805,74232,513993436
7934,174,18227319,75077,515259636
11867,273,17350077,72985,512180257
9359,27,17425041,73611,514435158
9418,180,17161564,72530,483218546
7481,129,8745584,36340,258171102
6689,22,9108222,39667,268919514
8342,26,7660413,31303,226058472
29047,436,18284552,75926,516467473
12584,354,17378483,74084,513051098
35409,3275,17475125,75654,515722931
15607,648,14901675,61352,416573899
9879,100,9483004,40662,280059932
13172,53,14631989,63236,431796426
27415,736,18330885,76361,518042116
9999,51,17449523,74236,515128920
7967,36,17408161,74453,513736130
15088,117,18151688,76027,512500157
7815,4,17365614,72166,512636442
13239,86,18130285,77468,511961288
9732,30,12672978,54205,374078108
8108,14,10987736,47916,324319036
7494,17,17344308,75213,512009105
10393,43,17134242,70320,482593158
4871,0,13268466,58648,391557913
24919,1584,11222850,48391,331266976
9791,750,6752763,28398,194246616
11569,188,6396092,25212,170529217
5457,110,4034279,16473,119048423
7893,41,6733085,29288,198702246
7375,16,12048654,51721,355577861
7809,18,15192419,65971,448596424
12319,159,16474712,73091,463125580
9407,24,16225529,69334,478865160
8340,12,11010102,46091,324955275
9129,108,14475694,60111,404021467
7363,14,16717973,70585,493492295
6743,27,16800194,68916,495898912
9315,29,17124116,72026,482155857
8449,10,16543326,69772,488297636
26116,1154,14497092,63672,427967506
10389,2452,17036568,71097,479652086
9178,225,16537034,69827,488086953
9630,206,17559461,73053,495261932
7163,23,16405764,70259,484389508
9251,54,14900741,62172,439752616
6959,27,8726288,39064,257626376
11931,197,9369216,38642,253865664
6685,12,8474038,38161,250137089
7568,56,8745406,36361,258189883
9503,18,16659352,70475,491713583
10306,74,17051859,72228,479717656
8992,19,16794805,78208,495731005
9798,11,14021065,60803,413863773
10074,18,17066435,71061,479432146
8472,411,16711558,71118,493359033
32698,1588,17573992,74011,495416834
10162,99,16262135,69173,479940854
7754,147,9343352,40114,275911611
3909,26,6657856,27786,196489377
11691,165,17023562,72810,479244051
8659,65,16344191,70023,482388350
10859,425,16811257,68957,496219970
13419,312,17200532,69730,484138894
8757,18,16542451,68346,488268356
9033,6,16817930,68938,496417350
9579,96,17319373,73006,488427863
6532,42,11250352,48079,332083432
7728,50,8544025,35802,252218701
11064,217,16617413,70250,467157279
10413,20,15727392,67275,464276841
28149,1819,15578600,65196,459860076
12524,449,16489873,69732,463611619
9699,82,15731382,66771,464201404
7604,18,15728567,65328,464311730
8914,87,16500502,69018,463439986
11138,634,17554180,75351,463558571
3421,212,18990463,74782,462696037
4197,276,10723540,40717,261223532
6336,66,10350797,38989,252192213
8809,26,9887543,38457,240871429
5878,6,19005474,71634,463034355
7525,64,19019858,70954,463362611
5627,57,19037445,71311,463825333
3430,65,18927574,69233,461138980
7272,510,18976174,70817,462315655
40853,4164,19018309,71323,463320534
12955,653,15171645,57069,369650942
4362,71,9120712,34443,222181065
4343,149,9139681,31631,222684586
2496,84,17117759,53836,417000031
847,0,17309273,54488,421755661
3697,81,18579350,59780,452635088
6164,29,8913705,33493,217150475
4815,56,9123687,34788,222248201
7413,75,14581973,52620,355276901
7277,43,19003946,64488,462996130
6773,47,19014838,64671,463280732
5003,49,18950113,64574,461681251
5102,6,19020795,64334,463388111
4690,27,10443794,35723,254430214
65503,851,9220559,32716,224658573
6511,814,12898220,42559,314244753
6096,419,19003582,67133,462990649
5123,125,18945882,62418,461573628
4140,104,18493690,63201,450548667
5815,74,19022067,65427,463408110
4353,109,11099422,37319,270473086
6328,161,10652587,35976,259516050
5696,0,19060906,62297,464392191
8985,251,19023266,64084,463445570
6731,235,18411453,62102,448533974
5263,277,18798939,63694,458009762
6109,19,19054435,63612,464219100
5577,187,14422514,48864,351373572
4670,68,16002414,54895,389864972
2599,311,19055515,64313,464249681
23671,1930,19088472,64320,465068130
4869,213,18995439,65283,462768274
3712,89,19040252,64674,463843887
6350,173,19021724,63481,463466964
4823,196,13156328,45238,320517286
4910,36,9127604,31399,222366623
5049,103,12805697,43115,311965352
1907,7,18566723,58490,452354375
5002,54,11408945,37658,277922190
5006,36,19005716,65553,463042060
3137,12,19037071,63171,463814972
3859,51,19050332,63599,464112966
2991,27,19080722,62484,464860829
3858,59,19069261,62679,464545197
4437,67,12892423,44253,314140652
126358,1755,18267288,62190,445038144
5268,333,18903336,64963,460557301
3508,122,19007590,65829,463091315
4650,78,19042384,64446,463901120
3518,46,19034858,64834,463758766
4232,46,16013097,54454,390157635
4684,42,19055172,65195,464240678
10127,1751,10632186,36123,259027698
9379,1559,19022212,64298,463412856
6372,278,15027425,50883,366106451
5308,91,9875380,33671,240607121
6757,254,12490334,41452,304270088
3939,173,9026064,30237,219901784
5526,105,12810772,42981,312098453
5415,40,19035980,63953,463790941
9395,1630,15491272,52448,377376983
6343,973,15197334,50895,370295999
5898,130,19017617,62529,463290931
6822,46,19031449,62237,463673875
5492,39,18094571,59490,440860791
9474,128,14200271,47917,345940743
5977,45,19032204,63383,463684359
3180,7,19063729,64676,464473316
5581,87,19046138,66780,463995284
4568,147,19063486,66441,464463345
6977,213,18929775,65296,461133785
6890,134,15980991,53168,389354514
5510,29,19053173,62825,464188057
8558,163,18988716,62581,462648880
4632,74,18982993,61400,462423465
6818,979,19002559,60241,462960650
13067,1156,18797336,62248,457967285
5470,173,12922733,42374,314832696
7598,125,19025677,62097,463515199
4778,125,19051960,62841,464154568
8254,56,19029788,63727,463622836
2786,18,18886656,64221,460170862
3404,58,18979919,62353,462342948
9555,193,15966187,52790,389027054
5906,50,19001188,61509,462921413
5728,19,19030253,63975,463635205
7206,27,18884604,64456,460055977
3638,13,12453058,41178,303398863
4675,87,8375975,28316,204077901
3488,13,9137455,31960,222613886
3540,92,19786676,69680,482068677
46602,2196,19231415,67133,468518376
6869,195,19022663,65308,463436361
5770,62,19048777,65049,464055593
5326,126,14460439,49422,352331010
3357,17,19003893,65572,462992015
5816,205,19014660,67092,463216101
1371,39,19013640,66866,463256304
3696,54,12060749,42372,293854956
5009,198,9108241,30356,221906316
6802,142,9000881,29228,219289789
