PAPI_TOT_CYC, PAPI_L1_DCM, PAPI_L3_TCM, PAPI_L3_TCA
11232, 175, 416, 1064
178821, 553, 910, 1980
336251, 856, 1037, 2179
494396, 1103, 1137, 2287
651813, 1350, 1237, 2388
807280, 1599, 1337, 2491
964621, 1853, 1437, 2595
1121650, 2074, 1537, 2695
1282448, 2293, 1637, 2795
1439628, 2501, 1737, 2901
1594944, 2723, 1837, 3005
1752443, 2931, 1937, 3108
1908270, 3161, 2037, 3212
2063252, 3373, 2137, 3316
2217594, 3585, 2237, 3424
2375158, 3804, 2337, 3528
2533008, 4035, 2440, 3638
2686083, 4258, 2546, 3748
2840819, 4492, 2646, 3852
2997343, 4737, 2746, 3986
3152774, 4968, 2846, 4092
3309094, 5203, 2950, 4204
3467036, 5461, 3056, 4314
3623597, 5701, 3161, 4423
3782230, 5934, 3262, 4539
3938450, 6162, 3364, 4654
4093504, 6385, 3464, 4759
4250756, 6606, 3564, 4859
4407596, 6848, 3664, 4959
4567561, 7100, 3764, 5063
4726193, 7355, 3868, 5168
4883725, 7595, 3968, 5271
5041833, 7843, 4068, 5371
5199204, 8075, 4171, 5482
5355750, 8282, 4271, 5582
5513518, 8486, 4371, 5682
5671637, 8745, 4474, 5793
5829557, 8955, 4574, 5895
5987230, 9205, 4674, 5999
6151984, 9598, 4885, 6365
6309781, 9914, 4999, 6634
6466852, 10157, 5105, 6768
6623364, 10383, 5209, 6879
6780861, 10636, 5309, 7000
6939349, 10863, 5413, 7119
7097277, 11100, 5514, 7232
7254546, 11327, 5614, 7341
7412815, 11578, 5718, 7455
7575282, 11819, 5818, 7566
7732346, 12048, 5922, 7681
7888258, 12267, 6026, 7797
8043626, 12484, 6126, 7897
8201594, 12725, 6230, 8001
8358201, 12971, 6334, 8111
8513786, 13193, 6438, 8220
8668819, 13401, 6545, 8329
8823350, 13615, 6655, 8442
8978380, 13815, 6761, 8552
9132662, 14043, 6863, 8656
9287473, 14248, 6965, 8758
9443100, 14489, 7065, 8863
9597892, 14698, 7167, 8967
9754611, 14912, 7267, 9070
9911767, 15138, 7367, 9170
10064817, 15358, 7467, 9270
10220814, 15578, 7567, 9373
10378953, 15822, 7667, 9477
10535353, 16042, 7767, 9581
10694144, 16273, 7867, 9684
10850538, 16501, 7967, 9788
11006586, 16735, 8067, 9888
11162763, 16961, 8167, 9993
11318797, 17173, 8267, 10093
11475315, 17393, 8367, 10193
11631204, 17643, 8467, 10298
11787365, 17887, 8567, 10398
11946397, 18094, 8667, 10502
12101353, 18292, 8767, 10602
12258783, 18534, 8867, 10706
12415152, 18742, 8967, 10806
12571006, 18988, 9067, 10910
12725985, 19205, 9167, 11010
12882243, 19427, 9267, 11110
13039981, 19624, 9371, 11217
13199055, 19847, 9471, 11317
13358366, 20094, 9571, 11428
13514692, 20312, 9671, 11528
13671980, 20516, 9771, 11632
13827038, 20707, 9871, 11732
13988882, 20925, 9971, 11836
14146039, 21141, 10071, 11936
14301024, 21354, 10171, 12040
14458893, 21562, 10271, 12140
14617186, 21792, 10371, 12244
14775085, 21991, 10471, 12344
14932616, 22214, 10571, 12447
15091045, 22417, 10671, 12547
15248662, 22624, 10771, 12647
15404817, 22882, 10871, 12747
15563355, 23103, 10971, 12847
15719254, 23337, 11071, 12947
15876991, 23568, 11171, 13047
16034533, 23797, 11271, 13148
16193100, 24021, 11371, 13248
16351463, 24276, 11471, 13348
16508552, 24502, 11571, 13448
16667187, 24735, 11671, 13548
16825223, 24953, 11771, 13648
16982658, 25171, 11871, 13748
17139557, 25407, 11971, 13848
17296984, 25637, 12071, 13948
17455022, 25851, 12171, 14048
17613015, 26083, 12271, 14148
17771416, 26314, 12371, 14248
17928400, 26536, 12471, 14348
18085800, 26774, 12571, 14448
18243185, 26994, 12671, 14548
18401182, 27230, 12771, 14648
18558923, 27433, 12871, 14748
18717152, 27664, 12971, 14848
18875962, 27932, 13071, 15055
19036286, 28317, 13211, 15366
19192023, 28572, 13315, 15478
19350778, 28819, 13417, 15586
19508381, 29069, 13517, 15696
19666241, 29309, 13617, 15800
19824061, 29545, 13717, 15903
19981272, 29794, 13817, 16006
20136621, 30006, 13917, 16106
20294717, 30245, 14017, 16206
20452703, 30498, 14117, 16306
20609368, 30727, 14217, 16406
20766869, 30955, 14317, 16506
20924469, 31188, 14417, 16606
21082905, 31414, 14517, 16706
21239767, 31642, 14617, 16806
21396879, 31895, 14717, 16906
21555408, 32107, 14817, 17006
21711360, 32330, 14917, 17106
21869177, 32583, 15017, 17206
22025319, 32790, 15117, 17306
22182715, 32990, 15217, 17406
22339426, 33206, 15317, 17506
22498107, 33437, 15417, 17609
22654471, 33667, 15517, 17709
22814776, 34075, 15731, 18546
22972042, 34336, 15839, 18800
23129602, 34596, 15950, 18963
23288260, 34816, 16050, 19093
23445741, 35054, 16150, 19209
23603925, 35285, 16250, 19325
23761762, 35483, 16352, 19447
23920026, 35693, 16454, 19593
24077823, 35925, 16554, 19755
24233941, 36131, 16654, 19905
24392311, 36349, 16754, 20059
24549795, 36558, 16854, 20221
24707475, 36800, 16954, 20377
24866218, 36996, 17054, 20543
25023713, 37211, 17154, 20707
25181734, 37418, 17254, 20871
25341535, 37651, 17354, 21027
25498896, 37877, 17454, 21183
25656828, 38098, 17556, 21343
25814866, 38328, 17660, 21501
25971064, 38559, 17764, 21655
26129063, 38791, 17866, 21807
26286904, 39034, 17968, 21962
26445245, 39277, 18070, 22126
26603008, 39488, 18172, 22278
26760988, 39715, 18272, 22428
26918927, 39955, 18372, 22584
27076773, 40178, 18472, 22736
27234401, 40413, 18572, 22884
27392982, 40647, 18672, 23032
27548746, 40876, 18772, 23186
27707047, 41120, 18872, 23336
27864253, 41372, 18972, 23486
28022851, 41596, 19072, 23637
28180900, 41831, 19172, 23793
28336500, 42053, 19272, 23941
28494747, 42278, 19372, 24089
28652423, 42506, 19472, 24246
28810767, 42740, 19572, 24405
28969346, 42950, 19672, 24555
29126366, 43164, 19772, 24711
29284569, 43403, 19872, 24865
29442580, 43638, 19972, 25021
29602063, 43846, 20072, 25169
29759891, 44054, 20172, 25321
29917861, 44259, 20273, 25475
30075867, 44485, 20373, 25627
30233314, 44705, 20473, 25777
30390795, 44948, 20573, 25925
30548183, 45174, 20674, 26079
30705471, 45405, 20776, 26233
30863103, 45628, 20876, 26381
31021733, 45853, 20976, 26529
31178068, 46071, 21076, 26683
31334278, 46283, 21176, 26835
31491326, 46483, 21279, 26993
31648695, 46727, 21381, 27145
31806851, 46932, 21481, 27297
31964246, 47160, 21581, 27449
32128263, 47572, 21681, 27802
32286671, 47871, 21785, 27943
32443961, 48132, 21886, 28055
32601004, 48376, 21986, 28165
32757863, 48633, 22086, 28271
32914801, 48869, 22186, 28383
33072899, 49120, 22286, 28489
33230769, 49368, 22386, 28601
33388449, 49574, 22486, 28705
33546613, 49787, 22586, 28807
33704301, 50022, 22686, 28908
33861461, 50267, 22786, 29010
34018584, 50499, 22886, 29111
34175811, 50726, 22986, 29211
34333994, 50968, 23086, 29311
34490867, 51174, 23186, 29413
34648709, 51402, 23286, 29513
34806141, 51623, 23386, 29617
34964547, 51818, 23486, 29717
35122710, 52048, 23586, 29818
35280126, 52247, 23686, 29919
35438767, 52464, 23786, 30019
35594442, 52710, 23886, 30125
35752544, 52932, 23986, 30225
35910006, 53151, 24086, 30325
36067199, 53365, 24186, 30425
36224677, 53606, 24286, 30527
36382283, 53852, 24388, 30629
36541059, 54053, 24488, 30731
36698463, 54282, 24588, 30834
36856688, 54519, 24688, 30937
37014920, 54754, 24788, 31049
37172725, 54983, 24888, 31157
37330477, 55216, 24988, 31260
37485911, 55467, 25088, 31364
37643260, 55678, 25188, 31464
37800507, 55918, 25288, 31567
37958417, 56164, 25388, 31667
38116789, 56390, 25488, 31767
38274455, 56606, 25588, 31867
38431183, 56837, 25688, 31967
38589512, 57076, 25788, 32067
38747316, 57317, 25888, 32167
38904397, 57550, 25988, 32272
39062800, 57765, 26088, 32389
39220512, 58003, 26188, 32493
39378492, 58238, 26306, 32618
39535718, 58448, 26416, 32732
39692904, 58687, 26522, 32841
39849214, 58931, 26624, 32947
40006693, 59140, 26724, 33047
40163030, 59370, 26824, 33147
40319850, 59601, 26924, 33247
40477741, 59841, 27024, 33347
40635246, 60084, 27124, 33448
40793979, 60308, 27224, 33548
40951719, 60518, 27324, 33648
41108998, 60742, 27424, 33748
41267428, 60968, 27524, 33848
41425157, 61199, 27624, 33948
41583074, 61427, 27724, 34048
41741231, 61682, 27824, 34148
41899539, 61933, 27924, 34248
42056489, 62179, 28024, 34348
42213172, 62397, 28124, 34448
42371107, 62615, 28224, 34548
42529269, 62839, 28324, 34648
42686993, 63080, 28424, 34748
42844969, 63311, 28524, 34848
43002916, 63517, 28624, 34948
43160895, 63736, 28724, 35066
43319311, 63959, 28824, 35215
43476876, 64192, 28924, 35363
43634821, 64415, 29024, 35513
43793074, 64649, 29124, 35667
43950631, 64877, 29224, 35828
44108448, 65117, 29324, 35976
44265616, 65534, 29432, 36314
44423515, 65794, 29532, 36444
44582057, 66080, 29632, 36554
44739839, 66355, 29732, 36667
44895373, 66580, 29832, 36778
45054126, 66812, 29932, 36889
45221586, 67190, 30032, 37121
45380693, 67466, 30132, 37359
45538091, 67758, 30232, 37471
45696940, 68012, 30332, 37582
45854689, 68241, 30432, 37684
46012105, 68479, 30532, 37784
46169559, 68695, 30632, 37886
46326960, 68916, 30732, 37988
46484942, 69166, 30832, 38088
46642292, 69408, 30932, 38197
46798933, 69636, 31032, 38298
46956785, 69869, 31132, 38406
47113495, 70081, 31232, 38507
47270311, 70317, 31332, 38607
47427777, 70552, 31432, 38707
47585406, 70804, 31532, 38828
47742935, 71048, 31632, 38930
47901422, 71296, 31732, 39034
48059090, 71507, 31832, 39138
48216944, 71736, 31932, 39247
48375306, 71972, 32032, 39351
48531253, 72182, 32132, 39451
48687639, 72403, 32232, 39555
48844864, 72640, 32332, 39658
49003661, 72861, 32432, 39764
49159489, 73084, 32532, 39872
49317681, 73331, 32632, 39985
49475934, 73551, 32732, 40089
49633675, 73789, 32832, 40200
49789997, 74024, 32932, 40300
49947510, 74244, 33032, 40406
50105741, 74472, 33132, 40511
50263818, 74710, 33232, 40611
50422326, 74950, 33332, 40732
50578063, 75204, 33432, 40880
50736180, 75428, 33532, 41030
50893927, 75662, 33632, 41178
51050502, 75897, 33732, 41338
51208085, 76148, 33832, 41486
51366117, 76370, 33932, 41634
51523444, 76610, 34032, 41782
51680575, 76829, 34134, 41947
51837954, 77057, 34234, 42095
51996258, 77307, 34334, 42249
52154380, 77545, 34434, 42401
52311967, 77776, 34534, 42561
52469853, 78031, 34634, 42713
52628045, 78291, 34738, 42872
52785573, 78537, 34838, 43026
52943911, 78770, 34938, 43176
53101913, 79010, 35038, 43332
53259727, 79210, 35138, 43482
53417754, 79440, 35238, 43636
53575199, 79670, 35338, 43790
53733498, 79882, 35442, 43942
53889444, 80100, 35546, 44101
54045652, 80330, 35646, 44261
54204209, 80536, 35746, 44419
54362104, 80758, 35854, 44580
54519223, 80967, 35954, 44728
54677690, 81204, 36054, 44884
54835724, 81429, 36154, 45038
54993493, 81640, 36257, 45201
55150682, 81886, 36357, 45370
55309474, 82116, 36457, 45528
55467065, 82344, 36561, 45683
55625317, 82541, 36661, 45831
55783193, 82759, 36761, 45981
55940761, 82973, 36861, 46141
56098386, 83183, 36961, 46291
56257265, 83407, 37061, 46441
56414854, 83629, 37161, 46589
56572970, 83849, 37261, 46743
56731107, 84055, 37361, 46893
56888832, 84309, 37461, 47041
57046661, 84546, 37561, 47189
57204454, 84768, 37661, 47343
57362472, 84971, 37761, 47493
57520002, 85186, 37861, 47641
57678130, 85408, 37961, 47791
57834777, 85645, 38061, 47945
57992489, 85870, 38161, 48095
58150481, 86081, 38265, 48247
58314160, 86431, 38369, 48477
58472208, 86732, 38469, 48654
58630600, 86962, 38569, 48762
58788291, 87176, 38669, 48864
58945799, 87411, 38769, 48964
59104005, 87632, 38869, 49071
59261149, 87873, 38969, 49175
59418279, 88110, 39069, 49275
59576916, 88369, 39169, 49375
59734311, 88618, 39269, 49475
59891828, 88858, 39369, 49577
60050147, 89096, 39469, 49685
60207903, 89346, 39569, 49789
60364079, 89577, 39669, 49889
60521941, 89806, 39769, 49993
60680497, 90012, 39869, 50093
60836823, 90230, 39969, 50193
60994315, 90436, 40069, 50293
61152716, 90657, 40169, 50393
61310545, 90864, 40269, 50493
61467804, 91077, 40369, 50594
61626497, 91342, 40469, 50694
61784651, 91578, 40569, 50797
61941988, 91817, 40669, 50905
62099487, 92059, 40769, 51009
62258136, 92276, 40869, 51111
62415726, 92483, 40969, 51211
62573922, 92716, 41069, 51311
62731829, 92951, 41169, 51411
62889469, 93183, 41269, 51511
63047185, 93409, 41369, 51651
63205339, 93651, 41469, 51799
63362917, 93880, 41569, 51953
63517807, 94093, 41669, 52103
63676038, 94322, 41769, 52251
63834261, 94559, 41869, 52402
63989880, 94785, 41969, 52568
64147882, 94976, 42069, 52718
64305113, 95204, 42169, 52866
64464314, 95408, 42269, 53016
64622064, 95641, 42369, 53170
64779909, 95874, 42469, 53320
64937842, 96104, 42569, 53468
65094562, 96330, 42669, 53616
65250557, 96544, 42769, 53770
65408808, 96778, 42869, 53920
65566204, 96996, 42969, 54082
65723795, 97211, 43069, 54230
65881481, 97620, 43174, 54550
66039410, 97909, 43274, 54695
66197548, 98180, 43374, 54814
66353634, 98432, 43474, 54934
66511335, 98700, 43574, 55061
66669524, 98925, 43674, 55180
66827309, 99151, 43774, 55292
66985681, 99367, 43874, 55400
67143790, 99605, 43974, 55511
67303018, 99836, 44074, 55611
67460472, 100057, 44174, 55711
67618948, 100297, 44274, 55811
67776775, 100532, 44374, 55911
67934731, 100749, 44474, 56011
68092451, 100966, 44574, 56116
68247429, 101193, 44674, 56216
68404964, 101419, 44774, 56316
68562602, 101648, 44874, 56424
68721233, 101883, 44974, 56541
68879344, 102108, 45074, 56643
69036811, 102353, 45174, 56750
69194955, 102597, 45274, 56852
69352527, 102835, 45374, 56956
69510174, 103062, 45474, 57063
69668204, 103293, 45574, 57163
69825231, 103508, 45674, 57263
69982378, 103756, 45774, 57363
70140599, 104002, 45874, 57463
70299046, 104250, 45974, 57563
70456519, 104460, 46074, 57670
70612862, 104683, 46174, 57770
70770868, 104893, 46274, 57870
70928604, 105114, 46374, 57970
71086649, 105333, 46474, 58070
71244322, 105577, 46576, 58174
71400813, 105779, 46676, 58274
71560462, 106175, 46776, 58678
71718309, 106476, 46876, 58916
71876567, 106739, 46976, 59046
72034297, 106969, 47076, 59159
72192561, 107222, 47176, 59265
72351582, 107486, 47276, 59370
72509839, 107729, 47376, 59491
72667357, 107950, 47476, 59600
72825116, 108178, 47576, 59704
72983473, 108381, 47676, 59808
73141013, 108590, 47780, 59916
73298386, 108796, 47880, 60018
73457013, 109025, 47980, 60124
73615082, 109260, 48080, 60232
73772319, 109482, 48180, 60336
73927915, 109684, 48280, 60438
74085737, 109905, 48380, 60546
74243648, 110140, 48480, 60650
74400960, 110368, 48580, 60752
74557764, 110587, 48680, 60856
74714162, 110825, 48780, 60956
74872014, 111053, 48880, 61060
75030137, 111281, 48980, 61160
75188288, 111497, 49080, 61262
75344578, 111717, 49180, 61364
75500818, 111934, 49280, 61468
75658802, 112160, 49384, 61576
75816178, 112400, 49488, 61682
75973984, 112645, 49588, 61784
76131059, 112869, 49688, 61884
76289157, 113101, 49788, 61984
76446529, 113308, 49888, 62084
76604836, 113548, 49988, 62184
76762503, 113765, 50088, 62284
76920495, 113985, 50188, 62384
77077593, 114189, 50288, 62484
77232887, 114421, 50388, 62584
77391119, 114641, 50488, 62684
77548571, 114853, 50588, 62786
77706822, 115057, 50688, 62886
77864598, 115272, 50788, 62990
78022958, 115485, 50889, 63095
78180608, 115723, 50989, 63195
78338603, 115933, 51089, 63299
78495972, 116154, 51189, 63399
78652416, 116356, 51289, 63502
78811116, 116579, 51389, 63602
78967441, 116781, 51489, 63706
79124765, 116978, 51589, 63806
79283216, 117211, 51689, 63906
79440802, 117444, 51791, 64011
79598386, 117678, 51891, 64111
79757017, 117901, 51993, 64216
79914515, 118124, 52093, 64316
80072166, 118362, 52193, 64416
80230121, 118579, 52293, 64516
80386893, 118819, 52393, 64616
80544953, 119031, 52493, 64716
80702726, 119272, 52593, 64816
80860925, 119472, 52693, 64916
81018292, 119701, 52793, 65016
81176034, 119909, 52893, 65116
81334280, 120141, 52993, 65216
81492067, 120390, 53095, 65319
81650149, 120612, 53195, 65419
81807342, 120827, 53295, 65519
81964294, 121069, 53395, 65619
82122046, 121312, 53495, 65719
82279885, 121532, 53595, 65819
82438594, 121730, 53695, 65928
82596178, 121937, 53795, 66028
82753519, 122145, 53895, 66128
82912354, 122364, 53995, 66228
83070096, 122591, 54095, 66328
83227372, 122823, 54195, 66428
83386030, 123041, 54295, 66528
83543967, 123272, 54395, 66628
83701530, 123514, 54495, 66728
83859827, 123756, 54595, 66828
84017788, 123983, 54695, 66928
84175409, 124253, 54795, 67028
84332929, 124502, 54895, 67128
84489732, 124742, 54995, 67228
84657518, 125077, 55095, 67408
84815460, 125379, 55195, 67623
84973009, 125616, 55295, 67739
85131265, 125845, 55395, 67857
85288813, 126057, 55495, 67962
85446501, 126297, 55595, 68062
85602532, 126532, 55695, 68166
85759775, 126766, 55795, 68278
85917554, 127003, 55895, 68382
86075264, 127229, 55995, 68484
86233114, 127451, 56095, 68584
86389470, 127662, 56195, 68709
86547013, 127884, 56295, 68809
86705096, 128293, 56396, 69190
86862155, 128555, 56496, 69317
87016537, 128806, 56596, 69431
87174227, 129037, 56696, 69539
87330051, 129254, 56796, 69654
87488368, 129489, 56896, 69776
87646104, 129753, 56996, 69893
87804075, 129997, 57096, 69995
87961868, 130204, 57196, 70099
88120117, 130443, 57296, 70203
88277772, 130691, 57396, 70303
88435516, 130927, 57496, 70407
88593973, 131148, 57596, 70507
88751577, 131371, 57696, 70609
88909234, 131596, 57796, 70709
89063854, 131795, 57896, 70809
89221035, 132020, 57996, 70909
89378910, 132225, 58096, 71009
89536453, 132471, 58196, 71115
89694129, 132693, 58296, 71215
89851090, 132941, 58396, 71318
90006856, 133163, 58496, 71418
90164500, 133415, 58596, 71518
90322895, 133640, 58696, 71618
90479299, 133854, 58796, 71718
90637101, 134049, 58896, 71818
90794940, 134272, 58996, 71918
90952212, 134497, 59096, 72018
91109298, 134722, 59196, 72118
91267567, 134960, 59296, 72218
91425448, 135179, 59396, 72318
91583411, 135382, 59496, 72418
91740794, 135604, 59596, 72518
91899340, 135837, 59696, 72618
92057051, 136075, 59796, 72718
92213681, 136309, 59896, 72818
92370930, 136541, 59996, 72918
92527781, 136790, 60096, 73018
92685204, 137024, 60196, 73118
92843501, 137263, 60296, 73218
93001380, 137490, 60396, 73322
93158157, 137700, 60496, 73422
93315354, 137931, 60596, 73522
93473680, 138171, 60696, 73627
93630358, 138409, 60796, 73727
93787912, 138639, 60896, 73827
93945970, 138861, 60996, 73927
94103934, 139085, 61096, 74034
94261957, 139304, 61196, 74134
94420104, 139539, 61296, 74237
94579000, 139788, 61396, 74337
94736942, 140009, 61496, 74440
94894464, 140212, 61596, 74540
95052877, 140433, 61696, 74640
95208862, 140682, 61796, 74744
95365798, 140924, 61896, 74848
95523514, 141167, 61996, 74952
95681844, 141396, 62096, 75056
95837496, 141637, 62196, 75160
95995609, 141848, 62296, 75264
96152741, 142076, 62396, 75368
96310002, 142309, 62496, 75472
96467755, 142541, 62596, 75576
96625900, 142752, 62696, 75676
96783462, 142972, 62796, 75780
96941258, 143209, 62896, 75884
97098953, 143434, 62996, 75986
97255839, 143674, 63096, 76088
97413589, 143914, 63196, 76188
97571595, 144134, 63296, 76290
97732964, 144380, 63396, 76436
97890874, 144704, 63496, 76578
98047613, 144947, 63596, 76690
98205610, 145216, 63696, 76815
98362620, 145455, 63796, 76917
98521305, 145681, 63896, 77022
98677300, 145919, 63996, 77124
98834922, 146131, 64096, 77227
98991507, 146348, 64196, 77329
99149831, 146575, 64296, 77431
99307634, 146782, 64396, 77531
99465205, 146989, 64496, 77631
99623846, 147224, 64596, 77747
99781489, 147465, 64696, 77847
99938575, 147710, 64796, 77947
100095113, 147958, 64896, 78047
100252019, 148181, 64996, 78147
100409883, 148406, 65096, 78248
100567599, 148648, 65196, 78348
100725776, 148876, 65296, 78454
100882336, 149086, 65396, 78554
101038027, 149317, 65496, 78654
101192442, 149536, 65596, 78754
101348443, 149784, 65696, 78854
101506202, 150027, 65796, 78954
101663716, 150271, 65896, 79054
101819264, 150519, 65996, 79154
101976495, 150746, 66096, 79256
102134407, 150969, 66196, 79360
102292295, 151208, 66296, 79505
102450376, 151444, 66396, 79653
102608257, 151692, 66496, 79807
102764266, 151919, 66596, 79959
102922503, 152141, 66696, 80107
103080747, 152381, 66796, 80255
103238317, 152607, 66896, 80409
103395418, 152818, 66996, 80559
103552960, 153049, 67096, 80707
103710620, 153279, 67196, 80857
103868623, 153521, 67296, 81011
104024885, 153720, 67396, 81161
104182914, 153973, 67496, 81309
104340745, 154173, 67596, 81457
104498391, 154398, 67696, 81613
104655510, 154625, 67796, 81761
104813255, 154859, 67896, 81909
104970135, 155084, 67996, 82066
105127582, 155279, 68096, 82218
105285158, 155525, 68196, 82366
105442928, 155745, 68296, 82514
105601171, 155964, 68396, 82666
105759089, 156180, 68496, 82818
105916711, 156400, 68596, 82966
106074622, 156645, 68696, 83114
106231290, 156864, 68796, 83268
106387610, 157086, 68896, 83418
106545409, 157285, 68996, 83566
106701747, 157494, 69096, 83719
106857876, 157684, 69196, 83873
107016417, 157896, 69296, 84033
107173310, 158121, 69396, 84181
107330146, 158526, 69496, 84499
107486722, 158832, 69596, 84614
107644821, 159081, 69696, 84750
107802621, 159330, 69796, 84866
107960260, 159591, 69896, 84980
108118859, 159814, 69996, 85093
108274919, 160042, 70096, 85208
108432634, 160256, 70196, 85316
108589043, 160487, 70300, 85430
108747191, 160714, 70400, 85538
108904930, 160944, 70500, 85644
109062923, 161196, 70600, 85744
109220993, 161416, 70700, 85855
109378659, 161662, 70800, 85959
109534896, 161869, 70900, 86065
109692952, 162090, 71000, 86170
109851153, 162332, 71100, 86270
110008809, 162537, 71200, 86374
110166687, 162756, 71300, 86474
110325022, 162972, 71400, 86578
110482371, 163206, 71506, 86695
110640366, 163418, 71606, 86799
110798334, 163643, 71706, 86903
110964484, 164024, 71807, 87187
111121888, 164319, 71910, 87407
111279173, 164568, 72010, 87525
111437158, 164814, 72110, 87636
111595379, 165045, 72210, 87738
111752187, 165258, 72310, 87842
111909894, 165527, 72410, 87946
112067843, 165773, 72510, 88049
112225699, 166014, 72610, 88149
112383362, 166253, 72710, 88256
112540228, 166492, 72810, 88356
112697776, 166756, 72910, 88462
112855638, 166967, 73010, 88563
113012028, 167202, 73110, 88672
113170220, 167408, 73210, 88772
113327310, 167627, 73310, 88875
113483932, 167852, 73410, 88975
113642173, 168074, 73510, 89079
113800091, 168315, 73610, 89179
