PAPI_TOT_CYC, PAPI_L1_DCM, PAPI_L3_TCM, PAPI_L3_TCA
13390, 175, 549, 1218
181974, 558, 1232, 2349
339395, 786, 1358, 2492
496762, 1038, 1466, 2628
654507, 1290, 1566, 2741
811967, 1526, 1666, 2848
967865, 1728, 1768, 2954
1125125, 1959, 1885, 3080
1282408, 2168, 1988, 3195
1439500, 2376, 2090, 3300
1598833, 2598, 2190, 3402
1756081, 2806, 2290, 3506
1910955, 3018, 2390, 3606
2067471, 3226, 2490, 3706
2225435, 3435, 2595, 3815
2382624, 3654, 2695, 3915
2538289, 3876, 2800, 4026
2696580, 4090, 2900, 4126
2854254, 4313, 3000, 4226
3011314, 4507, 3100, 4330
3167906, 4752, 3200, 4430
3323638, 4960, 3300, 4534
3479744, 5178, 3400, 4634
3634503, 5373, 3500, 4744
3791814, 5565, 3600, 4847
3950395, 5768, 3700, 4947
4107826, 5945, 3800, 5051
4264106, 6140, 3900, 5151
4421666, 6336, 4000, 5251
4578646, 6540, 4100, 5355
4733403, 6749, 4214, 5473
4890989, 6975, 4314, 5577
5049755, 7179, 4414, 5677
5207642, 7377, 4517, 5784
5364864, 7568, 4617, 5884
5523574, 7763, 4717, 5984
5681444, 7951, 4817, 6088
5838626, 8171, 4917, 6188
5995380, 8360, 5017, 6292
6153494, 8549, 5117, 6392
6311458, 8744, 5220, 6495
6469267, 8968, 5322, 6601
6624335, 9184, 5422, 6701
6782115, 9372, 5522, 6805
6937672, 9594, 5622, 6905
7094123, 9817, 5722, 7005
7252365, 10033, 5822, 7108
7408514, 10254, 5922, 7208
7564152, 10465, 6022, 7313
7720673, 10687, 6129, 7427
7878097, 10903, 6229, 7575
8032612, 11105, 6329, 7727
8186018, 11327, 6434, 7883
8341830, 11547, 6534, 8041
8500658, 11742, 6636, 8193
8656772, 11956, 6740, 8349
8812777, 12184, 6844, 8503
8970579, 12391, 6948, 8661
9129266, 12594, 7057, 8822
9286906, 12837, 7161, 8974
9453322, 13184, 7329, 9378
9609808, 13423, 7490, 9651
9763664, 13658, 7611, 9804
9919871, 13908, 7713, 9923
10075866, 14135, 7817, 10037
10233451, 14365, 7917, 10161
10390599, 14580, 8017, 10267
10546747, 14806, 8117, 10367
10703080, 15041, 8217, 10470
10858798, 15258, 8317, 10572
11017229, 15466, 8420, 10675
11174947, 15704, 8522, 10777
11330560, 15923, 8622, 10879
11485616, 16149, 8722, 10980
11638982, 16356, 8822, 11082
11795990, 16551, 8922, 11184
11952649, 16753, 9022, 11291
12107927, 16980, 9122, 11399
12265122, 17214, 9224, 11508
12422503, 17442, 9328, 11615
12580967, 17680, 9432, 11723
12736609, 17880, 9536, 11829
12893703, 18117, 9640, 11942
13049827, 18315, 9744, 12053
13207307, 18516, 9846, 12161
13362766, 18716, 9948, 12267
